Date,average_price,total_volume_sold,small,medium,large,type
2016-01-03,0.91,156699.18,59481.98,58348.71,182.56,conventional
2016-12-25,1.07,428247.63,119611.9,263467.16,811.18,conventional
2016-12-18,1.04,384448.27,125324.05,218206.45,887.61,conventional
2016-12-11,1.03,434567.21,106959.89,275886.64,1253.31,conventional
2016-12-04,1.29,315955.99,110569.37,156812.81,1306.3,conventional
2016-11-27,1.43,279333.62,89558.88,150298.86,1111.91,conventional
2016-11-20,1.53,289773.71,94610.3,151992.19,1201.7,conventional
2016-11-13,1.62,277735.11,93242.35,144958.18,1255.02,conventional
2016-11-06,1.78,266345.33,93518.61,137695.34,1450.27,conventional
2016-10-30,1.79,238699.3,97713.53,118831.23,1177.31,conventional
2016-10-23,1.59,253163.64,82312.9,127356.96,1930.47,conventional
2016-10-16,1.61,330213.06,102990.47,180666.02,2661.47,conventional
2016-10-09,1.49,370422.62,133617.58,190297.13,4510.14,conventional
2016-10-02,1.35,381992.7,136133.45,191756.47,4079.46,conventional
2016-09-25,1.34,420076.53,135264.64,230423.89,3263.5,conventional
2016-09-18,1.39,407813.86,124962.88,234689.88,3771.58,conventional
2016-09-11,1.34,432472.11,140888.49,229037.12,4350.92,conventional
2016-09-04,1.32,472090.23,153239.51,247684.74,4575.47,conventional
2016-08-28,1.33,421583.74,150624.23,225695.86,5537.68,conventional
2016-08-21,1.27,456755.06,181120.39,217955.81,10652.53,conventional
2016-08-14,1.19,512843.34,154532.23,299818.16,14039.56,conventional
2016-08-07,1.37,453622.9,149607.29,239914.38,13055.76,conventional
2016-07-31,1.4,466095.04,140605.4,255278.9,16262.28,conventional
2016-07-24,1.42,450895.76,123359.06,253984.19,18157.79,conventional
2016-07-17,1.31,471698.22,150251.55,237468.05,16900.69,conventional
2016-07-10,1.26,489099.02,164624.96,231260.34,20004.7,conventional
2016-07-03,1.24,565017.74,163405.3,303029.74,24533.11,conventional
2016-06-26,1.25,464446.2,147821.55,228939.76,20249.04,conventional
2016-06-19,1.2,508036.18,157354.92,276855.96,18508.95,conventional
2016-06-12,1.15,501159.1,158599.19,263137.09,22373,conventional
2016-06-05,1.17,521408.99,169293.85,269555.77,25618.94,conventional
2016-05-29,1.18,489338.25,166777.3,252374.66,18823.94,conventional
2016-05-22,1.1,488201.43,156352.97,253576.99,20549.75,conventional
2016-05-15,1.17,438309.86,137852.11,224842.97,27155.74,conventional
2016-05-08,1,569710.14,171748.12,307614.01,19761.74,conventional
2016-05-01,1.06,481861.11,158376.45,251468.09,16678.02,conventional
2016-04-24,1.01,529817.53,173546.78,281110.03,18901.93,conventional
2016-04-17,1.15,448082.46,158323.88,210773.79,21378.51,conventional
2016-04-10,1.15,459342.82,152169.98,227080.5,22372.96,conventional
2016-04-03,1.05,488547.76,128563.45,284764.63,21875.92,conventional
2016-03-27,1.18,458899.34,129399.89,248862.02,20119.22,conventional
2016-03-20,1.18,404736.39,128297.4,203155.49,19762.52,conventional
2016-03-13,1.14,441333.91,139305.36,227493.9,18205.15,conventional
2016-03-06,1.13,443386.65,136469.26,216299.79,19505.98,conventional
2016-02-28,1.13,439280.11,133683.82,213422.76,21516.31,conventional
2016-02-21,1.09,419479.7,124241.28,219980.44,17229.28,conventional
2016-02-14,1.04,447945.8,143312.43,207645.46,17758.15,conventional
2016-02-07,0.91,796524.48,259382.37,419044.57,34235.86,conventional
2016-01-31,1.13,434121.25,145374.67,209170.61,19002.36,conventional
2016-01-24,1.11,409324.93,55327.2,278223.8,18007.03,conventional
2016-01-17,1.11,437356.64,105468.97,256283.84,15555.85,conventional
2016-01-10,1.08,434238.52,122362.72,229930.15,15444.14,conventional
2016-01-03,0.96,512117.98,141161.62,301172.94,16053.59,conventional
2016-12-25,0.89,473730.19,118030.19,191754.65,14438.25,conventional
2016-12-18,0.9,437170.79,106000.4,161104.63,14145.04,conventional
2016-12-11,0.81,505122.6,139066.79,205742.62,14736.56,conventional
2016-12-04,0.85,499144.04,214063.09,133318.88,15081.42,conventional
2016-11-27,1.08,392291.47,160595.93,108871.8,12510.47,conventional
2016-11-20,1.25,369682.4,135337.58,120005.93,14499.34,conventional
2016-11-13,1.37,353828.79,120524.26,126173.1,18445.16,conventional
2016-11-06,1.68,292299.52,89364.77,128356.68,18569.63,conventional
2016-10-30,1.65,270941.97,88975.06,119080.04,14742.36,conventional
2016-10-23,1.32,366026.91,127391.58,119290.35,13215.77,conventional
2016-10-16,1.27,443367.98,133020.51,139616.39,14087.91,conventional
2016-10-09,1.25,473046.6,143507.8,142805.42,15433.41,conventional
2016-10-02,1.09,534801.53,209855.65,131355.15,17065.91,conventional
2016-09-25,1.05,566089.72,217679.82,136015.14,15808.76,conventional
2016-09-18,1.18,457197.25,147766.51,139189.02,12716.14,conventional
2016-09-11,1.08,498555.72,164685.23,144231.63,12611.44,conventional
2016-09-04,1.06,550756.68,186260.68,164050.31,12126.32,conventional
2016-08-28,0.9,620041.46,244514.34,145515.54,14632.5,conventional
2016-08-21,0.94,578630.39,227977.89,127819.4,13817.35,conventional
2016-08-14,1.19,499056.18,151194.91,164960.87,17324.53,conventional
2016-08-07,1.14,534955.59,164926.18,168655.71,17490.36,conventional
2016-07-31,1.16,522678.71,156893.23,167605.98,18152.4,conventional
2016-07-24,1.18,526657.41,168729.48,168789.85,22671.76,conventional
2016-07-17,1.12,519567.72,169871.43,161029.99,23096.26,conventional
2016-07-10,0.98,604082.24,186258.97,204704.57,20782.97,conventional
2016-07-03,1.04,613005.97,182471.65,186674.1,29141.44,conventional
2016-06-26,0.89,595917.64,196595.53,163147.87,28460.28,conventional
2016-06-19,0.98,573831.3,182110.33,160231.9,28933.99,conventional
2016-06-12,0.88,596634.56,216162.48,144195.74,26931.15,conventional
2016-06-05,0.83,661159.79,242212.63,171998.98,31852.41,conventional
2016-05-29,0.92,576543.05,183028.56,168419.71,32042.58,conventional
2016-05-22,0.78,569349.05,157623.84,205497.08,20406.29,conventional
2016-05-15,0.86,553706.74,196229.51,169362.37,19467.77,conventional
2016-05-08,0.78,649503.23,210276.04,194613.6,24705.68,conventional
2016-05-01,0.68,679213.01,221162.07,221265.53,23602.94,conventional
2016-04-24,0.73,623486.79,209423.33,193980.26,22783.03,conventional
2016-04-17,0.8,621350.28,219230.99,155882.34,22416.32,conventional
2016-04-10,0.84,589694.67,190244.17,158653.72,21394.47,conventional
2016-04-03,0.9,527115.47,165482.1,148671.87,25760.64,conventional
2016-03-27,0.8,615580.7,183067.39,162858.06,23076.81,conventional
2016-03-20,0.76,649914.07,159593.34,189449,21444.94,conventional
2016-03-13,0.84,567953.21,151219.73,139500.87,23806.29,conventional
2016-03-06,0.81,627397.71,160581.05,156090.46,22297.72,conventional
2016-02-28,0.8,585693.61,143189.43,144667.93,25138.48,conventional
2016-02-21,0.86,592197.58,165757.19,159025.48,19779.65,conventional
2016-02-14,0.79,595414.77,173874.57,140454.28,22029.85,conventional
2016-02-07,0.61,917660.79,212980.89,302238.82,23694.84,conventional
2016-01-31,0.72,643326.66,174249.75,192217.79,18036.77,conventional
2016-01-24,0.85,564637.66,104831.87,157896.39,21607.39,conventional
2016-01-17,0.79,561712.98,164565.34,190461.21,19123.62,conventional
2016-01-10,0.81,578610.94,155537.61,153030.46,21523.37,conventional
2016-01-03,0.65,719749.77,204145.28,256691.54,22617.47,conventional
2016-12-25,1.18,690027.33,164595.96,462872.97,2525.58,conventional
2016-12-18,1.22,643518.28,173909.85,401462.31,3063.29,conventional
2016-12-11,1.29,655428.34,134467.78,447891.73,2861.59,conventional
2016-12-04,1.52,542857.36,159831.4,310592.77,2249.75,conventional
2016-11-27,1.75,488378.1,118187.03,297882.68,2393.35,conventional
2016-11-20,1.89,510752.32,120582.11,308963.91,2239.28,conventional
2016-11-13,1.94,506543.8,118820.99,308678.33,3208.3,conventional
2016-11-06,2.07,492504.81,109080.72,304926.27,3840.19,conventional
2016-10-30,2.2,477937.8,130025.36,285048.2,3399.09,conventional
2016-10-23,1.87,411873.66,133676.77,178795.94,4817.03,conventional
2016-10-16,1.99,590535.06,141221.01,362859.22,7787.57,conventional
2016-10-09,1.82,673082.26,163264.54,409307.88,9771.72,conventional
2016-10-02,1.52,731993.57,196085.62,421421.2,10626.67,conventional
2016-09-25,1.43,860546.65,210602.19,549378.28,7878.79,conventional
2016-09-18,1.5,813575.88,173635.07,549722.44,9254.46,conventional
2016-09-11,1.43,862732.45,222298.01,533967.64,11292.83,conventional
2016-09-04,1.47,850104.12,203090.38,552428.86,10836.96,conventional
2016-08-28,1.38,812410.86,258578.88,469333.14,13522.19,conventional
2016-08-21,1.28,825338.15,311234.33,415962.15,24855.18,conventional
2016-08-14,1.03,1114834.28,266260.92,757100.85,31009.27,conventional
2016-08-07,1.49,753570.45,189861.8,463372.96,28987.5,conventional
2016-07-31,1.52,814505.22,185496.96,513372.1,42846.42,conventional
2016-07-24,1.54,817357.28,158290.86,527450.53,56349.57,conventional
2016-07-17,1.46,804071.94,200748.22,481290.68,43042.94,conventional
2016-07-10,1.4,842731.76,249271.4,458731.12,43916.46,conventional
2016-07-03,1.41,891917.15,202576.49,546096.5,54358.08,conventional
2016-06-26,1.5,749554.87,194824.52,411086.22,55056,conventional
2016-06-19,1.44,800921.02,210315.55,459979.37,43427.34,conventional
2016-06-12,1.45,770382.05,228294.75,418903.64,48922.15,conventional
2016-06-05,1.35,899154.46,278152.57,481323.79,53447.03,conventional
2016-05-29,1.34,891069.03,304281.47,462079.65,52673.73,conventional
2016-05-22,1.31,817923.28,247488.87,416811.55,70753.98,conventional
2016-05-15,1.37,772064.79,201205.64,438490.13,61090.32,conventional
2016-05-08,1.06,961334.65,259594.33,569011.84,49424.67,conventional
2016-05-01,0.99,1001227.21,355140.93,534187.25,39101.1,conventional
2016-04-24,1,1017425.89,313239.31,570669.6,55668.13,conventional
2016-04-17,1.39,786422.89,209130.77,415099.08,76966.69,conventional
2016-04-10,1.38,765652.36,216993.87,399403.75,61241.91,conventional
2016-04-03,1.12,849739.84,166177.24,546227.92,54166.57,conventional
2016-03-27,1.47,716020.43,167887.53,409135.78,46243.39,conventional
2016-03-20,1.4,739577.85,193704.13,416863.96,46189.84,conventional
2016-03-13,1.41,714002.3,192002.8,383557.6,52459.24,conventional
2016-03-06,1.29,817240.38,217965.57,441193.39,62391.95,conventional
2016-02-28,1.29,824092.61,238542.45,445285.06,39537.9,conventional
2016-02-21,1.15,799826.02,178438.97,509199.72,41240.25,conventional
2016-02-14,1.34,696959.32,200199.01,357790.26,39859.46,conventional
2016-02-07,0.89,1355047.15,333064.46,858526.37,72545.79,conventional
2016-01-31,1.27,805039.06,236160.56,431120.43,57834.69,conventional
2016-01-24,1.05,844417.47,115036.6,621996.45,41235.01,conventional
2016-01-17,1.24,732860.83,141712.96,474840.29,36599.56,conventional
2016-01-10,1.21,765839.95,144506.94,487614.57,41093.96,conventional
2016-01-03,0.93,918798.74,204501.46,593429.62,32339.95,conventional
2016-12-25,1.17,475143.56,64749.6,143841.64,205.26,conventional
2016-12-18,1.09,459322.74,67730.61,132123.37,254.31,conventional
2016-12-11,0.88,809403.75,69913.65,207213.83,401.33,conventional
2016-12-04,1.23,531803.4,75095.01,131322.74,196.84,conventional
2016-11-27,1.45,383268.86,44831.05,120317.61,388.68,conventional
2016-11-20,1.41,447760.4,56982.28,128919.02,270.62,conventional
2016-11-13,1.43,472868.46,61375.16,152069.42,317.93,conventional
2016-11-06,1.43,446970.37,58648.4,130208.79,528.77,conventional
2016-10-30,1.42,368056.21,52130.99,108922.37,1018.01,conventional
2016-10-23,1.12,619599.06,69252.3,212504.79,483.3,conventional
2016-10-16,1.2,618367.26,94032.78,146878.16,452.03,conventional
2016-10-09,1.23,556874.5,74612.15,138352.51,2177.05,conventional
2016-10-02,0.89,917139.67,73071.87,190566.13,3182.66,conventional
2016-09-25,1.03,655426.45,101292.91,130310.43,3243.02,conventional
2016-09-18,1.03,586212.19,121884.72,150306.52,2273.45,conventional
2016-09-11,1,644049.31,154068.23,167761.1,2713.1,conventional
2016-09-04,1.13,563852.38,132309,141811.18,2493.01,conventional
2016-08-28,1.08,592604.21,114777.38,174074.05,2493.89,conventional
2016-08-21,1.11,605652.82,111362.57,140739.28,2503.09,conventional
2016-08-14,1.14,591638.12,103908.49,158811.63,2368.4,conventional
2016-08-07,1.11,619209.25,101060.89,192576.48,2583.85,conventional
2016-07-31,1.12,595856.48,93422.28,157723.11,2598.83,conventional
2016-07-24,1.1,581023.47,85459.65,163758.14,1555.09,conventional
2016-07-17,1.03,639853.23,94220.24,165714,1624.49,conventional
2016-07-10,1.11,628610.41,103864.49,163811.75,6528.3,conventional
2016-07-03,1.1,663580.48,101636.27,179739.71,10770.71,conventional
2016-06-26,1.03,638550.37,91565.19,174576.32,12225.64,conventional
2016-06-19,0.97,677710.31,101860.03,193696.31,11487.83,conventional
2016-06-12,1.01,666340.59,108550.27,178700.42,12433.23,conventional
2016-06-05,0.86,866343.38,97146.75,262684.03,13268.56,conventional
2016-05-29,0.87,771235.53,92529.88,210394.57,10676.49,conventional
2016-05-22,0.87,726064.91,92633.9,212729.2,10453.62,conventional
2016-05-15,0.83,844349.33,87749.32,218295.82,12759.69,conventional
2016-05-08,0.82,1007800.54,88762.21,334254.33,11093.78,conventional
2016-05-01,0.82,858037.45,91136.13,271005.05,11463.75,conventional
2016-04-24,0.88,752138.28,86998.66,222808.84,12051.07,conventional
2016-04-17,0.84,862450.87,76011.2,252920.78,10371.62,conventional
2016-04-10,0.93,728447.49,125383.51,228654.14,9317.8,conventional
2016-04-03,0.86,793187.83,111241.96,191068.36,9773.45,conventional
2016-03-27,0.85,781581.62,91025.18,192539.97,10623.82,conventional
2016-03-20,1.02,596110.62,76059.35,193206.73,9181.87,conventional
2016-03-13,0.94,712808.08,71766.68,189254.12,10517.64,conventional
2016-03-06,0.88,782395.12,101164.1,203599.2,8332.9,conventional
2016-02-28,0.91,737516.16,96852.95,180912.17,7587.39,conventional
2016-02-21,0.86,755726.36,56523.09,215390.45,8476.06,conventional
2016-02-14,0.98,593651.59,105339.16,152777.85,8215.67,conventional
2016-02-07,0.75,1040955.47,110675.58,347695.79,6322.02,conventional
2016-01-31,0.98,666670.45,75852.78,190462.67,8910.2,conventional
2016-01-24,0.92,726078.64,100315.41,253246.5,7343.76,conventional
2016-01-17,0.94,788935.31,155213.14,203618.21,8794.85,conventional
2016-01-10,0.86,831911.78,177583.68,272041.11,7552.84,conventional
2016-01-03,0.89,814295.85,179151.58,290450.07,16134.86,conventional
2016-12-25,1.02,308342.51,121219.4,62511.84,2501.78,conventional
2016-12-18,1.07,269690.96,103487.49,56975.33,2551.31,conventional
2016-12-11,1.2,243555.26,106629.29,42052.22,2563.93,conventional
2016-12-04,1.09,304040.1,122448.61,64899.79,3039.45,conventional
2016-11-27,1.33,229072.3,90090.62,40561.32,2813.23,conventional
2016-11-20,1.34,246915.39,105060.77,37789.02,4949.78,conventional
2016-11-13,1.41,255288.43,127839.06,40770.91,8259.59,conventional
2016-11-06,1.5,222378.08,97077.73,42624.62,9363.75,conventional
2016-10-30,1.43,227993.9,99127.2,45338.87,9096.43,conventional
2016-10-23,1.4,260446.46,128648.8,52740.63,6749.46,conventional
2016-10-16,1.3,281240.11,117958.34,64027.95,6111.89,conventional
2016-10-09,1.32,262764.71,109192.13,56453.75,4235.9,conventional
2016-10-02,1.3,301001.94,128824.7,66171.5,7203.61,conventional
2016-09-25,1.25,327724.02,148997.66,68555.28,6099.85,conventional
2016-09-18,1.12,331549.04,153616.97,62717.83,5940.65,conventional
2016-09-11,1.08,341887.56,156750.7,59265.51,6695.14,conventional
2016-09-04,1.03,419927.05,228635.99,60398.43,8324.56,conventional
2016-08-28,1.11,352297.98,197155.13,48370.23,6799.65,conventional
2016-08-21,1.08,381549.32,193878,58093.31,8868.16,conventional
2016-08-14,1.11,389639.12,198569.92,67082.24,10231.05,conventional
2016-08-07,1.17,362625.87,183405.85,59165.06,12579.44,conventional
2016-07-31,1.18,344490.91,156886.45,67074.62,12940.85,conventional
2016-07-24,1.18,336673.77,143275.08,81763.6,15147.97,conventional
2016-07-17,1.17,336050.16,144883.03,77242.5,14172.92,conventional
2016-07-10,1.08,389300.41,168421,87043.24,21153.33,conventional
2016-07-03,0.95,515792.87,214287.07,125503.35,20517.76,conventional
2016-06-26,1.07,367778.6,150191.51,90300.07,18403.06,conventional
2016-06-19,0.97,451741.89,211554.56,100652.86,20140.13,conventional
2016-06-12,1.04,357902.32,161172.25,80778.03,19782.06,conventional
2016-06-05,0.94,416168.39,186493.48,103324.3,16909.95,conventional
2016-05-29,0.97,441398.16,188092.93,120644.64,15039.71,conventional
2016-05-22,1.04,343576.29,135034.4,98568.31,6909.7,conventional
2016-05-15,0.89,422276.07,153126.16,137072.54,6161.52,conventional
2016-05-08,0.82,504149.45,216508.21,132765.13,6506.62,conventional
2016-05-01,0.76,591962.95,251273.9,163222.99,6281.64,conventional
2016-04-24,0.93,420066.9,151185.27,146951.42,6258.02,conventional
2016-04-17,1.01,370690.55,153725.68,109475.73,5464.93,conventional
2016-04-10,0.96,397990.96,158605.28,126384.55,6056.81,conventional
2016-04-03,1.05,340564.79,150247.08,97713.54,6435.41,conventional
2016-03-27,1.07,315023.95,136387.5,91995.56,7331.32,conventional
2016-03-20,1.07,331531.06,149730.39,94541.56,8317.29,conventional
2016-03-13,0.96,414943.26,175358.73,127186.75,8978.94,conventional
2016-03-06,1.06,325786.78,156334.57,90668.09,8137.83,conventional
2016-02-28,0.93,387740.23,178406.7,112748.39,7038.97,conventional
2016-02-21,1.04,302654.13,145774.22,82586.6,7361.72,conventional
2016-02-14,0.91,342704.71,180057.56,81396.58,6594.27,conventional
2016-02-07,0.69,593759.78,307135.68,151185.73,13083.51,conventional
2016-01-31,1.01,312455.27,159088.93,88740.6,9166.73,conventional
2016-01-24,0.95,317032.31,145616.86,92970.97,9676.68,conventional
2016-01-17,1.05,287599.16,149490.32,74436.77,9610.22,conventional
2016-01-10,0.98,322434.61,171275.87,76296.7,9959.86,conventional
2016-01-03,1.03,319228.46,195469.55,64802.02,10726.18,conventional
2016-12-25,0.79,5630041.84,2676152.87,1320133.68,20052.89,conventional
2016-12-18,0.72,5483207.89,2789696.38,1116482.22,15771.64,conventional
2016-12-11,0.76,5031206.93,2633723.49,987150.16,18326.63,conventional
2016-12-04,0.76,5584114.56,3146435.87,1023317.43,18795.24,conventional
2016-11-27,0.93,4064847.35,2342116.27,747938.85,14619.93,conventional
2016-11-20,1.06,4150510.67,2351202.94,871661.63,16553.22,conventional
2016-11-13,1.11,4224677.32,2338883.91,971219.17,22128.14,conventional
2016-11-06,1.16,4214624.13,2443877.24,789647.7,16494.71,conventional
2016-10-30,1.19,3733135.22,1917984.65,802089.74,19653.3,conventional
2016-10-23,1.09,4477594.56,2043310.73,1016610.9,20588.09,conventional
2016-10-16,1.03,4967651.41,2588086.77,984551,18419.04,conventional
2016-10-09,1,5416591.81,2650640.81,1376612.19,32866.62,conventional
2016-10-02,1.01,5006659.75,2488198.8,1053485.59,17352.41,conventional
2016-09-25,0.98,5344837.49,2674487.17,1129009.2,15830.87,conventional
2016-09-18,0.86,6130653.55,3357771.2,1103971.44,16478.55,conventional
2016-09-11,0.82,6236078.55,3652516.49,1003811.64,15092.69,conventional
2016-09-04,0.78,6802635.25,3749548.89,1321331.51,18544.3,conventional
2016-08-28,0.84,5775721.7,3166009.65,1144644.7,17935.73,conventional
2016-08-21,0.87,5682046.61,3137489.03,1105902.29,25630.41,conventional
2016-08-14,0.94,5385035.37,3062124.27,1103047.73,21617.07,conventional
2016-08-07,0.93,5647940.41,3263106.78,1162455.32,24523.4,conventional
2016-07-31,0.98,5130900.02,2925166.29,1026989.3,25254.69,conventional
2016-07-24,0.97,5528475.32,3073632.24,1095930.61,29835.26,conventional
2016-07-17,0.94,5449441.63,2950117.14,1052370.81,44558.77,conventional
2016-07-10,0.91,5646460.01,3069816.49,1012709.72,189691.87,conventional
2016-07-03,0.91,6494533.3,3114586.75,1226469.49,522836.75,conventional
2016-06-26,0.89,6046264.46,3148031.62,995499.7,425639.83,conventional
2016-06-19,0.89,6005535.29,3271758.23,1118582.85,346244.07,conventional
2016-06-12,0.85,6195284.67,3356663.69,1079764.01,423778.7,conventional
2016-06-05,0.83,6351400.69,3351332.61,1281791.5,355042.24,conventional
2016-05-29,0.8,6239677.27,3270603.2,1322066.02,347794.01,conventional
2016-05-22,0.72,6680323.25,3128527.61,1539488.77,537748.12,conventional
2016-05-15,0.73,6728120.77,3283251.25,1441163.07,459077.76,conventional
2016-05-08,0.72,7281887.35,3666928.36,1367080.84,697833.12,conventional
2016-05-01,0.71,6953488.71,3400699.04,1559296.24,398632.2,conventional
2016-04-24,0.7,6893900.54,3348754.08,1465437.6,564146.38,conventional
2016-04-17,0.71,6657073.54,3651444.14,1058769.74,617895.6,conventional
2016-04-10,0.73,6414263.17,3665847.47,870524,556972.27,conventional
2016-04-03,0.74,6154503.04,3321835.5,1083779.43,649669.1,conventional
2016-03-27,0.77,6553308.82,3137633.27,1507245.05,660825.04,conventional
2016-03-20,0.77,6276764.8,3064743.62,1411796.91,653141.71,conventional
2016-03-13,0.79,5894070.33,3228470.66,1083003.8,698856.6,conventional
2016-03-06,0.78,5848140.87,3596735.53,903361.32,390174.57,conventional
2016-02-28,0.77,5698454.09,3528191.7,930352.56,337159.88,conventional
2016-02-21,0.82,5108381.41,2872173.1,1020821.92,423920.15,conventional
2016-02-14,0.7,6349601.68,3382976.58,1416070.96,718463.59,conventional
2016-02-07,0.7,7606351.8,3823016,1930304.29,804558.25,conventional
2016-01-31,0.79,5850128.4,3003442.75,1462783.11,521213.33,conventional
2016-01-24,0.94,3898235.29,1193349.63,1530143.69,245808.96,conventional
2016-01-17,0.81,5735627.03,2836077.92,1756468.7,373209.85,conventional
2016-01-10,0.84,5647635.02,2683172.73,1900834.74,263562.26,conventional
2016-01-03,0.79,5693942.07,2512692.22,2024262.18,361423.55,conventional
2016-12-25,0.94,3722102.33,1449893.5,760830.39,5643.49,conventional
2016-12-18,0.96,3413410.59,1236270.98,729400.6,8172.53,conventional
2016-12-11,1.21,2648135.47,1055827.38,463050.84,4655.77,conventional
2016-12-04,0.99,3941512.2,1481392.35,851643.42,5133.86,conventional
2016-11-27,1.39,2408199.34,943433.21,459434.44,4791.45,conventional
2016-11-20,1.38,2670425.59,1054588.13,480430.32,8082.2,conventional
2016-11-13,1.37,2819888.75,1219549.43,506554.74,13358.39,conventional
2016-11-06,1.44,2590997.85,1086704.1,508906.52,14547.51,conventional
2016-10-30,1.44,2502552.63,1006135.26,517368.07,14441.46,conventional
2016-10-23,1.43,2704875.68,1086334.04,625236.22,11469.22,conventional
2016-10-16,1.24,3233029.42,1219511.41,791521.66,10217.86,conventional
2016-10-09,1.37,2885138.33,1122505.43,657057.65,7239.64,conventional
2016-10-02,1.38,3106952.74,1267964.11,621971.41,10940.09,conventional
2016-09-25,1.32,3266161.45,1398879.9,588359.56,9605.99,conventional
2016-09-18,1.11,3403999.22,1501212.7,566389.42,9444.29,conventional
2016-09-11,1.08,3431698.41,1673305.36,497550.12,10177.7,conventional
2016-09-04,0.96,4804279.06,2776884.75,664439.79,12528.81,conventional
2016-08-28,1.11,3580022.43,1919441.39,610781.64,10303.2,conventional
2016-08-21,1.11,3716886.69,1923227.36,648951.54,13450.33,conventional
2016-08-14,1.09,4230674.67,2241425,738177.11,15287.26,conventional
2016-08-07,1.18,3419326.48,1628428.39,687208.05,18597.99,conventional
2016-07-31,1.18,3329108.94,1502915.49,710445.49,18938.44,conventional
2016-07-24,1.17,3381732.73,1485492.18,845297.22,21369.68,conventional
2016-07-17,1.15,3408142.71,1466379.21,813315.42,20301.82,conventional
2016-07-10,1.1,3646868.94,1599856.44,848789.03,29960.26,conventional
2016-07-03,0.91,5432816.58,2549452.95,1175338.87,30343.48,conventional
2016-06-26,1.09,3619364.21,1630877.04,777463.11,26639.39,conventional
2016-06-19,0.94,4665536.74,2441553.39,936051.48,30691.31,conventional
2016-06-12,1.07,3393712.37,1757284.4,592433.27,30505.16,conventional
2016-06-05,0.91,4563745.14,2504517.37,823705.23,26309.45,conventional
2016-05-29,0.92,4829487.03,2562669.53,971082.67,23769.9,conventional
2016-05-22,1.05,3416062.07,1634620.91,666118.47,11952.59,conventional
2016-05-15,0.82,5002102.24,2115292.19,1218469.25,10065.75,conventional
2016-05-08,0.86,4651540.06,2196754.82,933112.56,10776.46,conventional
2016-05-01,0.75,6415228.14,2875232.76,1472240,10664.75,conventional
2016-04-24,0.84,5062464.54,2132612.43,1298672.9,10941.97,conventional
2016-04-17,1.01,3673260.93,1705009.13,779184.92,8860.76,conventional
2016-04-10,0.86,4792907.32,2127098.72,1116066.82,10186.67,conventional
2016-04-03,1.04,3507226.18,1812848.17,636304.92,12154.28,conventional
2016-03-27,1.05,3242245.67,1671682.99,604702.79,13925.65,conventional
2016-03-20,1.05,3304400.62,1726223.26,616754.35,15753.25,conventional
2016-03-13,0.88,4688502.05,2211225.88,1041733.79,17714.52,conventional
2016-03-06,1.07,3161231.11,1642177.9,592206.11,14794.78,conventional
2016-02-28,0.84,4740050.22,2325376.99,994256.14,13243.4,conventional
2016-02-21,1.04,3068786.09,1586507.45,590119.92,13665.41,conventional
2016-02-14,0.98,3234338.23,1737634.8,613313.92,12099.24,conventional
2016-02-07,0.62,6847218.72,3614202.25,1364491.37,22097.49,conventional
2016-01-31,1.02,3318109.53,1774273.7,625042.37,15260.7,conventional
2016-01-24,0.9,3895844.89,2092736.34,663827.91,16838.16,conventional
2016-01-17,1.09,2913810.18,1721272.85,425617.01,16861.86,conventional
2016-01-10,0.93,4132191.54,2536173.86,558424.29,17017.65,conventional
2016-01-03,1.06,3280451.38,2208431.81,339054.7,17650.77,conventional
2016-12-25,1.15,69054.97,13134.96,22888.68,43.42,conventional
2016-12-18,0.97,78377.53,11468.76,24325.82,27.35,conventional
2016-12-11,0.96,91423.14,12117.55,27759.21,34.43,conventional
2016-12-04,1.4,59510.92,10871.7,19424.17,312.82,conventional
2016-11-27,1.49,49762.2,8071.55,17786.23,33.27,conventional
2016-11-20,1.14,81018.31,9351.32,25545.36,24.2,conventional
2016-11-13,1.07,99460.72,12237.95,31222.61,35.41,conventional
2016-11-06,1.48,61365.68,11311.99,21354.23,20.15,conventional
2016-10-30,1.39,51300.44,8156.83,15739.62,118.13,conventional
2016-10-23,1.23,79477.96,8981.32,34481.19,19.05,conventional
2016-10-16,1.33,68850.22,13123.07,19622.36,46.93,conventional
2016-10-09,1.19,76241.91,13780.11,19165.66,70.54,conventional
2016-10-02,0.87,131585.32,12840.53,28797.61,151.99,conventional
2016-09-25,1.09,86853.6,17514.92,19838.82,124.82,conventional
2016-09-18,1.05,74748.35,17028.27,21111.25,378.65,conventional
2016-09-11,0.98,83096.19,25160.86,14719.48,1572.45,conventional
2016-09-04,1.12,83575.85,27414.8,15403.74,1519.26,conventional
2016-08-28,1.12,83627.94,24062.61,18386.73,1858.09,conventional
2016-08-21,1.09,87249.43,27169.12,14030.13,2000.73,conventional
2016-08-14,1.14,83933.43,24615.83,16234.66,2321.26,conventional
2016-08-07,1.16,89531.14,28151.76,21160.1,1816.11,conventional
2016-07-31,1.14,83902.91,25236.38,15512.48,1167.58,conventional
2016-07-24,1.08,82617.47,24997.25,15528.98,210.5,conventional
2016-07-17,0.98,92386.91,25707.69,15296.71,159.32,conventional
2016-07-10,1.06,90750.72,28563.77,16330.66,1198.87,conventional
2016-07-03,1.09,97365.48,29447.29,19298.27,3407.45,conventional
2016-06-26,1.02,90301.82,24210.14,18081.59,3974.43,conventional
2016-06-19,0.96,91554.79,27584.63,19850.1,2998.29,conventional
