submission_id,RT,age,comments,item_version,correct_answer,education,gender,languages,question,response,timeSpent,trial_name,trial_number,trial_type,vignette
168,7168,30,,9,false,Graduated College,male,"English, Italian","The King of France, he did not call Emmanuel Macron last night.",FALSE,2.87746666666667,main_trials,13,main,1
168,3999,30,,none,true,Graduated College,male,"English, Italian",London is famous for Big Ben and the Queen.,TRUE,2.87746666666667,main_trials,14,filler,none
168,3190,30,,none,true,Graduated College,male,"English, Italian",The Brandenburg Gate is a monument in Berlin.,TRUE,2.87746666666667,main_trials,15,filler,none
168,2462,30,,none,false,Graduated College,male,"English, Italian",Belgium has rainforests.,FALSE,2.87746666666667,main_trials,16,special,4
168,2550,30,,none,false,Graduated College,male,"English, Italian",Elvis Presley is one of the most popular musicians in this decade.,FALSE,2.87746666666667,main_trials,17,filler,none
168,1374,30,,none,false,Graduated College,male,"English, Italian",Germany has volcanoes.,FALSE,2.87746666666667,main_trials,18,special,5
168,3987,30,,10,false,Graduated College,male,"English, Italian","Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,2.87746666666667,main_trials,19,main,3
168,1879,30,,none,false,Graduated College,male,"English, Italian",China is the smallest country in South America.,FALSE,2.87746666666667,main_trials,20,filler,none
168,1567,30,,none,true,Graduated College,male,"English, Italian",Leonardo DiCaprio is a famous actor.,TRUE,2.87746666666667,main_trials,21,filler,none
168,1760,30,,none,false,Graduated College,male,"English, Italian",France has a king.,FALSE,2.87746666666667,main_trials,22,special,1
168,1943,30,,none,false,Graduated College,male,"English, Italian",The University of Oxford is a business that sells mobile phones.,FALSE,2.87746666666667,main_trials,23,filler,none
168,2835,30,,none,true,Graduated College,male,"English, Italian",The Pope is currently not married.,TRUE,2.87746666666667,main_trials,24,special,3
167,16326,41,,none,true,Graduated College,male,english,Alexander Bell invented the telephone.,FALSE,4.01475,practice_trials,1,practice,undefined
167,7974,41,,none,false,Graduated College,male,english,World War II was a global war that lasted from 1914 to 1918.,FALSE,4.01475,practice_trials,2,practice,undefined
167,5808,41,,none,true,Graduated College,male,english,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,4.01475,practice_trials,3,practice,undefined
167,7376,41,,none,false,Graduated College,male,english,Spain is a country in Asia.,FALSE,4.01475,practice_trials,4,practice,undefined
167,4614,41,,none,true,Graduated College,male,english,Normally there are 32 teeth in the adult human body.,TRUE,4.01475,practice_trials,5,practice,undefined
167,2656,41,,none,true,Graduated College,male,english,The capital city of Russia is Moscow.,TRUE,4.01475,main_trials,1,filler,none
167,3376,41,,none,false,Graduated College,male,english,China is the smallest country in South America.,FALSE,4.01475,main_trials,2,filler,none
167,3079,41,,0,false,Graduated College,male,english,The king of France is bald.,FALSE,4.01475,main_trials,3,main,1
167,4704,41,,none,true,Graduated College,male,english,Johnny Depp is an American actor who took part in the ‘Pirates of the Caribbean’ movies.,TRUE,4.01475,main_trials,4,filler,none
167,3544,41,,none,false,Graduated College,male,english,Albert Einstein was a very famous Chinese scientist.,FALSE,4.01475,main_trials,5,filler,none
167,3400,41,,none,true,Graduated College,male,english,One of the longest rivers in Europe is the Rhine.,TRUE,4.01475,main_trials,6,filler,none
167,5960,41,,10,false,Graduated College,male,english,"Leipzig, it is not threatened by the volcanoes of Germany.",FALSE,4.01475,main_trials,7,main,5
167,7175,41,,none,true,Graduated College,male,english,"Agatha Christie was an English writer, known for her detective novels, particularly those revolving around her fictional detectives Hercule Poirot and Miss Marple.",TRUE,4.01475,main_trials,8,filler,none
167,4480,41,,1,false,Graduated College,male,english,"Canada has an emperor, and he is fond of sushi.",FALSE,4.01475,main_trials,9,main,2
167,9488,41,,none,false,Graduated College,male,english,Planet Earth is the sixth planet from the Sun.,FALSE,4.01475,main_trials,10,filler,none
167,2511,41,,none,false,Graduated College,male,english,France has a king.,FALSE,4.01475,main_trials,11,special,1
167,5744,41,,none,true,Graduated College,male,english,"Michael Jackson was one of the most popular singers, songwriters, and dancers, known also as the ‘King of Pop’.",TRUE,4.01475,main_trials,12,filler,none
167,6480,41,,6,false,Graduated College,male,english,The Belgian rainforest doesn’t provide a habitat for many species.,FALSE,4.01475,main_trials,13,main,4
167,6991,41,,none,false,Graduated College,male,english,Africa is the continent with the highest population density.,TRUE,4.01475,main_trials,14,filler,none
167,9791,41,,none,true,Graduated College,male,english,Charles Darwin was a biologist known for his theory of evolution.,TRUE,4.01475,main_trials,15,filler,none
167,2912,41,,none,false,Graduated College,male,english,Germany has volcanoes.,TRUE,4.01475,main_trials,16,special,5
167,14707,41,,none,true,Graduated College,male,english,The Great Pyramid of Giza is one of the Seven Wonders of the Ancient World and the only one of these ancient world wonders which still exists.,TRUE,4.01475,main_trials,17,filler,none
167,2120,41,,none,true,Graduated College,male,english,Canada is a democracy.,TRUE,4.01475,main_trials,18,special,2
167,10063,41,,9,false,Graduated College,male,english,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,4.01475,main_trials,19,main,3
167,10831,41,,none,true,Graduated College,male,english,The United Nations (UN) is an intergovernmental organization tasked to promote international cooperation and to create and maintain international order.,TRUE,4.01475,main_trials,20,filler,none
167,6287,41,,none,true,Graduated College,male,english,Water boils at 100 degree C.,TRUE,4.01475,main_trials,21,filler,none
167,2528,41,,none,false,Graduated College,male,english,Belgium has rainforests.,TRUE,4.01475,main_trials,22,special,4
167,5830,41,,none,true,Graduated College,male,english,There were two world wars in the 20th Century.,TRUE,4.01475,main_trials,23,filler,none
167,3216,41,,none,true,Graduated College,male,english,The Pope is currently not married.,TRUE,4.01475,main_trials,24,special,3
166,4337,34,Thank you for the opportunity.,none,false,Graduated High School,male,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,3.02478333333333,practice_trials,1,practice,undefined
166,6135,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,Normally there are 32 teeth in the adult human body.,FALSE,3.02478333333333,practice_trials,2,practice,undefined
166,1715,34,Thank you for the opportunity.,none,false,Graduated High School,male,English,Spain is a country in Asia.,FALSE,3.02478333333333,practice_trials,3,practice,undefined
166,3171,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,Alexander Bell invented the telephone.,TRUE,3.02478333333333,practice_trials,4,practice,undefined
166,4710,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,3.02478333333333,practice_trials,5,practice,undefined
166,2394,34,Thank you for the opportunity.,none,false,Graduated High School,male,English,Big Ben is a very large building in the middle of Paris.,FALSE,3.02478333333333,main_trials,1,filler,none
166,3490,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,FIFA World Cup tournament is an international football competition.,TRUE,3.02478333333333,main_trials,2,filler,none
166,2883,34,Thank you for the opportunity.,1,false,Graduated High School,male,English,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,3.02478333333333,main_trials,3,main,5
166,2082,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,Macbeth is a tragedy by William Shakespeare.,TRUE,3.02478333333333,main_trials,4,filler,none
166,5944,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,"The statue of Jesus Christ is a famous sightseeing attraction in the city of Rio de Janeiro, Brazil.",TRUE,3.02478333333333,main_trials,5,filler,none
166,14925,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,The Sun is in the centre of the Solar System.,TRUE,3.02478333333333,main_trials,6,filler,none
166,3252,34,Thank you for the opportunity.,6,false,Graduated High School,male,English,The Pope’s wife isn’t a lawyer.,TRUE,3.02478333333333,main_trials,7,main,3
166,3027,34,Thank you for the opportunity.,none,false,Graduated High School,male,English,The Queen of England is a 20 year old man.,FALSE,3.02478333333333,main_trials,8,filler,none
166,4388,34,Thank you for the opportunity.,0,false,Graduated High School,male,English,The Emperor of Canada is fond of sushi.,FALSE,3.02478333333333,main_trials,9,main,2
166,5019,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,Earth is the third planet from the sun.,TRUE,3.02478333333333,main_trials,10,filler,none
166,3026,34,Thank you for the opportunity.,none,false,Graduated High School,male,English,Germany has volcanoes.,FALSE,3.02478333333333,main_trials,11,special,5
166,4879,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,The Republic of South Africa is located in the continent of Africa.,FALSE,3.02478333333333,main_trials,12,filler,none
166,8097,34,Thank you for the opportunity.,10,false,Graduated High School,male,English,"Emmanuel Macron, he did not call the King of France last night.",TRUE,3.02478333333333,main_trials,13,main,1
166,6027,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,Brazil is the largest country in South America.,TRUE,3.02478333333333,main_trials,14,filler,none
166,2659,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,Alzheimer’s Disease is a brain disorder that affects memory.,TRUE,3.02478333333333,main_trials,15,filler,none
166,1947,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,The Pope is currently not married.,TRUE,3.02478333333333,main_trials,16,special,3
166,3845,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,The capital city of Ireland is Dublin.,TRUE,3.02478333333333,main_trials,17,filler,none
166,1672,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,Canada is a democracy.,TRUE,3.02478333333333,main_trials,18,special,2
166,6674,34,Thank you for the opportunity.,9,false,Graduated High School,male,English,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",TRUE,3.02478333333333,main_trials,19,main,4
166,4109,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,"Egypt is famous for the pyramids, the pharaohs and the Nile River.",TRUE,3.02478333333333,main_trials,20,filler,none
166,2933,34,Thank you for the opportunity.,none,false,Graduated High School,male,English,Elvis Presley is one of the most popular musicians in this decade.,FALSE,3.02478333333333,main_trials,21,filler,none
166,1889,34,Thank you for the opportunity.,none,false,Graduated High School,male,English,France has a king.,FALSE,3.02478333333333,main_trials,22,special,1
166,3618,34,Thank you for the opportunity.,none,true,Graduated High School,male,English,"National Geographic is a channel broadcasting documentaries about science, nature, and history.",TRUE,3.02478333333333,main_trials,23,filler,none
166,1895,34,Thank you for the opportunity.,none,false,Graduated High School,male,English,Belgium has rainforests.,FALSE,3.02478333333333,main_trials,24,special,4
165,3802,18,,none,true,Graduated High School,female,English/ ASL,Normally there are 32 teeth in the adult human body.,TRUE,1.7966,practice_trials,1,practice,undefined
165,1601,18,,none,false,Graduated High School,female,English/ ASL,Spain is a country in Asia.,FALSE,1.7966,practice_trials,2,practice,undefined
165,6712,18,,none,false,Graduated High School,female,English/ ASL,World War II was a global war that lasted from 1914 to 1918.,FALSE,1.7966,practice_trials,3,practice,undefined
165,2614,18,,none,true,Graduated High School,female,English/ ASL,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,1.7966,practice_trials,4,practice,undefined
165,1249,18,,none,true,Graduated High School,female,English/ ASL,Alexander Bell invented the telephone.,TRUE,1.7966,practice_trials,5,practice,undefined
165,2675,18,,none,true,Graduated High School,female,English/ ASL,An earthquake is the result of the sudden movement of the earth’s tectonic plates.,TRUE,1.7966,main_trials,1,filler,none
165,2080,18,,none,false,Graduated High School,female,English/ ASL,James Bond is a spanish dancer from Madrid.,FALSE,1.7966,main_trials,2,filler,none
165,7647,18,,6,false,Graduated High School,female,English/ ASL,The Pope’s wife isn’t a lawyer.,FALSE,1.7966,main_trials,3,main,3
165,1797,18,,none,true,Graduated High School,female,English/ ASL,Steve Jobs was an American inventor and co-founder of Apple.,TRUE,1.7966,main_trials,4,filler,none
165,1778,18,,none,false,Graduated High School,female,English/ ASL,In the Sahara you can do a variety of winter sports.,FALSE,1.7966,main_trials,5,filler,none
165,1333,18,,none,false,Graduated High School,female,English/ ASL,India is the smallest country in Europe.,FALSE,1.7966,main_trials,6,filler,none
165,1647,18,,9,false,Graduated High School,female,English/ ASL,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,1.7966,main_trials,7,main,2
165,3007,18,,none,true,Graduated High School,female,English/ ASL,The town of Pisa in Italy is famous for its Leaning Tower of Pisa.,TRUE,1.7966,main_trials,8,filler,none
165,3370,18,,0,false,Graduated High School,female,English/ ASL,The king of France is bald.,FALSE,1.7966,main_trials,9,main,1
165,1775,18,,none,true,Graduated High School,female,English/ ASL,The University of Edinburgh is located in Great Britain.,TRUE,1.7966,main_trials,10,filler,none
165,1542,18,,none,true,Graduated High School,female,English/ ASL,The Pope is currently not married.,TRUE,1.7966,main_trials,11,special,3
165,2094,18,,none,true,Graduated High School,female,English/ ASL,There were two world wars in the 20th Century.,TRUE,1.7966,main_trials,12,filler,none
165,9277,18,,10,false,Graduated High School,female,English/ ASL,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",FALSE,1.7966,main_trials,13,main,4
165,2536,18,,none,true,Graduated High School,female,English/ ASL,Antarctica is the biggest continent on Earth.,TRUE,1.7966,main_trials,14,filler,none
165,4509,18,,none,true,Graduated High School,female,English/ ASL,"National Geographic is a channel broadcasting documentaries about science, nature, and history.",TRUE,1.7966,main_trials,15,filler,none
165,1388,18,,none,true,Graduated High School,female,English/ ASL,Canada is a democracy.,TRUE,1.7966,main_trials,16,special,2
165,2518,18,,none,true,Graduated High School,female,English/ ASL,Earth is the third planet from the sun.,FALSE,1.7966,main_trials,17,filler,none
165,1545,18,,none,false,Graduated High School,female,English/ ASL,France has a king.,TRUE,1.7966,main_trials,18,special,1
165,2536,18,,1,false,Graduated High School,female,English/ ASL,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,1.7966,main_trials,19,main,5
165,2461,18,,none,true,Graduated High School,female,English/ ASL,"English is the main language in Australia, Britain and New Zealand.",TRUE,1.7966,main_trials,20,filler,none
165,1664,18,,none,true,Graduated High School,female,English/ ASL,"Agatha Christie was an English writer, known for her detective novels, particularly those revolving around her fictional detectives Hercule Poirot and Miss Marple.",TRUE,1.7966,main_trials,21,filler,none
165,1514,18,,none,false,Graduated High School,female,English/ ASL,Belgium has rainforests.,FALSE,1.7966,main_trials,22,special,4
165,2884,18,,none,false,Graduated High School,female,English/ ASL,The Eiffel Tower is one of the most popular and frequently visited tourist attractions in Italy.,FALSE,1.7966,main_trials,23,filler,none
165,1544,18,,none,false,Graduated High School,female,English/ ASL,Germany has volcanoes.,TRUE,1.7966,main_trials,24,special,5
164,13663,48,,none,false,Graduated High School,female,English,Spain is a country in Asia.,FALSE,3.43778333333333,practice_trials,1,practice,undefined
164,6737,48,,none,false,Graduated High School,female,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,3.43778333333333,practice_trials,2,practice,undefined
164,4882,48,,none,true,Graduated High School,female,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,3.43778333333333,practice_trials,3,practice,undefined
164,3090,48,,none,true,Graduated High School,female,English,Normally there are 32 teeth in the adult human body.,TRUE,3.43778333333333,practice_trials,4,practice,undefined
164,2827,48,,none,true,Graduated High School,female,English,Alexander Bell invented the telephone.,TRUE,3.43778333333333,practice_trials,5,practice,undefined
164,7110,48,,none,false,Graduated High School,female,English,The Berlin Wall was destroyed 10 years ago by Sweden.,FALSE,3.43778333333333,main_trials,1,filler,none
164,3485,48,,none,false,Graduated High School,female,English,The desert of Sweden is the hottest desert in the world.,FALSE,3.43778333333333,main_trials,2,filler,none
164,2704,48,,0,false,Graduated High School,female,English,The Pope’s wife is a lawyer.,FALSE,3.43778333333333,main_trials,3,main,3
164,8185,48,,none,false,Graduated High School,female,English,The country with the lowest population density is China.,TRUE,3.43778333333333,main_trials,4,filler,none
164,6080,48,,none,true,Graduated High School,female,English,"The statue of Jesus Christ is a famous sightseeing attraction in the city of Rio de Janeiro, Brazil.",TRUE,3.43778333333333,main_trials,5,filler,none
164,10676,48,,none,false,Graduated High School,female,English,Vatican City is the world's largest country by land area.,TRUE,3.43778333333333,main_trials,6,filler,none
164,3206,48,,1,false,Graduated High School,female,English,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,3.43778333333333,main_trials,7,main,5
164,2088,48,,none,false,Graduated High School,female,English,The Queen of England is a 20 year old man.,FALSE,3.43778333333333,main_trials,8,filler,none
164,7314,48,,10,false,Graduated High School,female,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,3.43778333333333,main_trials,9,main,4
164,2055,48,,none,true,Graduated High School,female,English,Monkeys like to eat bananas.,TRUE,3.43778333333333,main_trials,10,filler,none
164,3261,48,,none,true,Graduated High School,female,English,The Pope is currently not married.,TRUE,3.43778333333333,main_trials,11,special,3
164,4904,48,,none,true,Graduated High School,female,English,"English is the main language in Australia, Britain and New Zealand.",TRUE,3.43778333333333,main_trials,12,filler,none
164,3395,48,,6,false,Graduated High School,female,English,The King of France isn’t bald.,FALSE,3.43778333333333,main_trials,13,main,1
164,3919,48,,none,true,Graduated High School,female,English,The Pacific Ocean is a large ocean between Japan and the USA.,TRUE,3.43778333333333,main_trials,14,filler,none
164,4430,48,,none,true,Graduated High School,female,English,FIFA World Cup tournament is an international football competition.,FALSE,3.43778333333333,main_trials,15,filler,none
164,1812,48,,none,false,Graduated High School,female,English,Germany has volcanoes.,FALSE,3.43778333333333,main_trials,16,special,5
164,3353,48,,none,false,Graduated High School,female,English,People love the polar bears in Australia.,FALSE,3.43778333333333,main_trials,17,filler,none
164,2672,48,,none,false,Graduated High School,female,English,Belgium has rainforests.,FALSE,3.43778333333333,main_trials,18,special,4
164,8249,48,,9,false,Graduated High School,female,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",TRUE,3.43778333333333,main_trials,19,main,2
164,5786,48,,none,true,Graduated High School,female,English,The brain is made up of very special cells called neurons.,TRUE,3.43778333333333,main_trials,20,filler,none
164,4548,48,,none,true,Graduated High School,female,English,The European Union (EU) is a political and economic union of 28 member states that are located primarily in Europe.,TRUE,3.43778333333333,main_trials,21,filler,none
164,4446,48,,none,false,Graduated High School,female,English,France has a king.,FALSE,3.43778333333333,main_trials,22,special,1
164,2160,48,,none,true,Graduated High School,female,English,Macbeth is a tragedy by William Shakespeare.,TRUE,3.43778333333333,main_trials,23,filler,none
164,2531,48,,none,true,Graduated High School,female,English,Canada is a democracy.,TRUE,3.43778333333333,main_trials,24,special,2
163,3254,28,,none,true,Graduated High School,female,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,2.75621666666667,practice_trials,1,practice,undefined
163,2158,28,,none,true,Graduated High School,female,English,Normally there are 32 teeth in the adult human body.,TRUE,2.75621666666667,practice_trials,2,practice,undefined
163,1803,28,,none,true,Graduated High School,female,English,Alexander Bell invented the telephone.,TRUE,2.75621666666667,practice_trials,3,practice,undefined
163,1549,28,,none,false,Graduated High School,female,English,Spain is a country in Asia.,FALSE,2.75621666666667,practice_trials,4,practice,undefined
163,3883,28,,none,false,Graduated High School,female,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,2.75621666666667,practice_trials,5,practice,undefined
163,4671,28,,none,false,Graduated High School,female,English,London is the capital of Asia.,FALSE,2.75621666666667,main_trials,1,filler,none
163,3222,28,,none,false,Graduated High School,female,English,India is the smallest country in Europe.,FALSE,2.75621666666667,main_trials,2,filler,none
163,5261,28,,9,false,Graduated High School,female,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,2.75621666666667,main_trials,3,main,3
163,3002,28,,none,true,Graduated High School,female,English,Water boils at 100 degree C.,TRUE,2.75621666666667,main_trials,4,filler,none
163,1719,28,,none,true,Graduated High School,female,English,Planet Earth is part of the galaxy ‘Milky Way’.,TRUE,2.75621666666667,main_trials,5,filler,none
163,6335,28,,none,true,Graduated High School,female,English,Currywurst is a popular fast food in Germany.,TRUE,2.75621666666667,main_trials,6,filler,none
163,3119,28,,6,false,Graduated High School,female,English,The King of France isn’t bald.,FALSE,2.75621666666667,main_trials,7,main,1
163,3765,28,,none,true,Graduated High School,female,English,The capital city of Ireland is Dublin.,TRUE,2.75621666666667,main_trials,8,filler,none
163,18937,28,,10,false,Graduated High School,female,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,2.75621666666667,main_trials,9,main,4
163,4024,28,,none,true,Graduated High School,female,English,"Brazil, Canada and Russia are all bigger countries than Switzerland.",FALSE,2.75621666666667,main_trials,10,filler,none
163,2474,28,,none,true,Graduated High School,female,English,The Pope is currently not married.,TRUE,2.75621666666667,main_trials,11,special,3
163,7410,28,,none,true,Graduated High School,female,English,"Agatha Christie was an English writer, known for her detective novels, particularly those revolving around her fictional detectives Hercule Poirot and Miss Marple.",TRUE,2.75621666666667,main_trials,12,filler,none
163,2266,28,,1,false,Graduated High School,female,English,"Canada has an emperor, and he is fond of sushi.",FALSE,2.75621666666667,main_trials,13,main,2
163,3143,28,,none,true,Graduated High School,female,English,The Statue of Liberty is a colossal sculpture on Liberty Island in New York City in the United States.,TRUE,2.75621666666667,main_trials,14,filler,none
163,3550,28,,none,true,Graduated High School,female,English,"English is the main language in Australia, Britain and New Zealand.",TRUE,2.75621666666667,main_trials,15,filler,none
163,1552,28,,none,false,Graduated High School,female,English,France has a king.,FALSE,2.75621666666667,main_trials,16,special,1
163,3050,28,,none,true,Graduated High School,female,English,Antarctica is a continent covered almost completely by ice.,TRUE,2.75621666666667,main_trials,17,filler,none
163,6006,28,,none,false,Graduated High School,female,English,Belgium has rainforests.,FALSE,2.75621666666667,main_trials,18,special,4
163,4941,28,,0,false,Graduated High School,female,English,The volcanoes of Germany dominate the landscape.,FALSE,2.75621666666667,main_trials,19,main,5
163,3187,28,,none,true,Graduated High School,female,English,Paris is a popular city for many tourists.,TRUE,2.75621666666667,main_trials,20,filler,none
163,2995,28,,none,true,Graduated High School,female,English,The brain needs a constant supply of oxygen to perform basic functions.,TRUE,2.75621666666667,main_trials,21,filler,none
163,6645,28,,none,true,Graduated High School,female,English,Canada is a democracy.,TRUE,2.75621666666667,main_trials,22,special,2
163,2963,28,,none,false,Graduated High School,female,English,People love the polar bears in Australia.,FALSE,2.75621666666667,main_trials,23,filler,none
163,1518,28,,none,false,Graduated High School,female,English,Germany has volcanoes.,FALSE,2.75621666666667,main_trials,24,special,5
162,5060,36,,none,false,Graduated High School,male,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,3.63768333333333,practice_trials,1,practice,undefined
162,8115,36,,none,true,Graduated High School,male,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,3.63768333333333,practice_trials,2,practice,undefined
162,23613,36,,none,true,Graduated High School,male,English,Normally there are 32 teeth in the adult human body.,TRUE,3.63768333333333,practice_trials,3,practice,undefined
162,2786,36,,none,false,Graduated High School,male,English,Spain is a country in Asia.,FALSE,3.63768333333333,practice_trials,4,practice,undefined
162,2798,36,,none,true,Graduated High School,male,English,Alexander Bell invented the telephone.,TRUE,3.63768333333333,practice_trials,5,practice,undefined
162,3923,36,,none,true,Graduated High School,male,English,Dinosaurs became extinct millions of years ago.,TRUE,3.63768333333333,main_trials,1,filler,none
162,2738,36,,none,true,Graduated High School,male,English,The Sun is in the centre of the Solar System.,TRUE,3.63768333333333,main_trials,2,filler,none
162,3971,36,,0,false,Graduated High School,male,English,The volcanoes of Germany dominate the landscape.,FALSE,3.63768333333333,main_trials,3,main,5
162,8177,36,,none,true,Graduated High School,male,English,The United Nations (UN) is an intergovernmental organization tasked to promote international cooperation and to create and maintain international order.,TRUE,3.63768333333333,main_trials,4,filler,none
162,5465,36,,none,true,Graduated High School,male,English,The Republic of South Africa is located in the continent of Africa.,TRUE,3.63768333333333,main_trials,5,filler,none
162,3165,36,,none,false,Graduated High School,male,English,The Leaning Tower of Pisa is one of Germany’s major tourist attractions.,FALSE,3.63768333333333,main_trials,6,filler,none
162,6600,36,,6,false,Graduated High School,male,English,The King of France isn’t bald.,TRUE,3.63768333333333,main_trials,7,main,1
162,4498,36,,none,true,Graduated High School,male,English,The Pacific Ocean is a large ocean between Japan and the USA.,TRUE,3.63768333333333,main_trials,8,filler,none
162,7285,36,,9,false,Graduated High School,male,English,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",FALSE,3.63768333333333,main_trials,9,main,4
162,3912,36,,none,false,Graduated High School,male,English,In the Sahara you can do a variety of winter sports.,FALSE,3.63768333333333,main_trials,10,filler,none
162,3425,36,,none,false,Graduated High School,male,English,Germany has volcanoes.,FALSE,3.63768333333333,main_trials,11,special,5
162,3228,36,,none,true,Graduated High School,male,English,Paris is a popular city for many tourists.,TRUE,3.63768333333333,main_trials,12,filler,none
162,3363,36,,1,false,Graduated High School,male,English,"The Pope has a wife, and she is a lawyer.",FALSE,3.63768333333333,main_trials,13,main,3
162,2128,36,,none,false,Graduated High School,male,English,China is the smallest country in South America.,FALSE,3.63768333333333,main_trials,14,filler,none
162,3117,36,,none,false,Graduated High School,male,English,Big Ben is a very large building in the middle of Paris.,FALSE,3.63768333333333,main_trials,15,filler,none
162,3506,36,,none,false,Graduated High School,male,English,France has a king.,FALSE,3.63768333333333,main_trials,16,special,1
162,11967,36,,none,false,Graduated High School,male,English,The University of Oxford is a business that sells mobile phones.,FALSE,3.63768333333333,main_trials,17,filler,none
162,4131,36,,none,false,Graduated High School,male,English,Belgium has rainforests.,FALSE,3.63768333333333,main_trials,18,special,4
162,9793,36,,10,false,Graduated High School,male,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,3.63768333333333,main_trials,19,main,2
162,8189,36,,none,true,Graduated High School,male,English,Three is a prime number.,FALSE,3.63768333333333,main_trials,20,filler,none
162,8275,36,,none,true,Graduated High School,male,English,The heart is an organ in your body that pumps blood to other organs.,TRUE,3.63768333333333,main_trials,21,filler,none
162,2591,36,,none,true,Graduated High School,male,English,The Pope is currently not married.,TRUE,3.63768333333333,main_trials,22,special,3
162,3898,36,,none,true,Graduated High School,male,English,"The simplest, functioning part of an organism is a cell.",TRUE,3.63768333333333,main_trials,23,filler,none
162,3470,36,,none,true,Graduated High School,male,English,Canada is a democracy.,TRUE,3.63768333333333,main_trials,24,special,2
161,2138,23,,none,false,Graduated College,male,English,Spain is a country in Asia.,FALSE,2.62091666666667,practice_trials,1,practice,undefined
161,2243,23,,none,false,Graduated College,male,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,2.62091666666667,practice_trials,2,practice,undefined
161,2997,23,,none,true,Graduated College,male,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,2.62091666666667,practice_trials,3,practice,undefined
161,1667,23,,none,true,Graduated College,male,English,Normally there are 32 teeth in the adult human body.,TRUE,2.62091666666667,practice_trials,4,practice,undefined
161,2189,23,,none,true,Graduated College,male,English,Alexander Bell invented the telephone.,TRUE,2.62091666666667,practice_trials,5,practice,undefined
161,2524,23,,none,true,Graduated College,male,English,Johnny Depp is an American actor who took part in the ‘Pirates of the Caribbean’ movies.,TRUE,2.62091666666667,main_trials,1,filler,none
161,1599,23,,none,true,Graduated College,male,English,Alzheimer’s Disease is a brain disorder that affects memory.,TRUE,2.62091666666667,main_trials,2,filler,none
161,2992,23,,6,false,Graduated College,male,English,The Pope’s wife isn’t a lawyer.,TRUE,2.62091666666667,main_trials,3,main,3
161,1488,23,,none,true,Graduated College,male,English,Three is a prime number.,TRUE,2.62091666666667,main_trials,4,filler,none
161,11000,23,,none,true,Graduated College,male,English,The Great Pyramid of Giza is one of the Seven Wonders of the Ancient World and the only one of these ancient world wonders which still exists.,TRUE,2.62091666666667,main_trials,5,filler,none
161,2015,23,,none,false,Graduated College,male,English,In the Sahara you can do a variety of winter sports.,FALSE,2.62091666666667,main_trials,6,filler,none
161,4460,23,,9,false,Graduated College,male,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,2.62091666666667,main_trials,7,main,2
161,1318,23,,none,false,Graduated College,male,English,London is the capital of Asia.,FALSE,2.62091666666667,main_trials,8,filler,none
