submission_id,RT,condition,correctness,class,experiment_id,key_pressed,p,pause,q,target_object,target_position,timeSpent,trial_number,trial_type
7493,687,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1984,circle,square,right,6.3173,77,main
7493,652,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,2549,circle,square,left,6.3173,78,main
7493,819,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1782,circle,square,left,6.3173,79,main
7493,460,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1354,circle,square,left,6.3173,80,main
7493,423,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1771,circle,square,left,6.3173,81,main
7493,434,congruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,square,2083,circle,square,right,6.3173,82,main
7493,707,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,square,2173,circle,circle,right,6.3173,83,main
7493,573,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,square,1463,circle,circle,right,6.3173,84,main
7493,614,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1263,circle,square,left,6.3173,85,main
7493,609,congruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,square,1766,circle,square,right,6.3173,86,main
7493,728,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,2665,circle,square,right,6.3173,87,main
7493,581,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,2482,circle,square,right,6.3173,88,main
7493,702,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,square,2483,circle,circle,right,6.3173,89,main
7493,717,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,square,1847,circle,circle,left,6.3173,90,main
7493,464,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1801,circle,square,right,6.3173,91,main
7493,500,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1796,circle,square,right,6.3173,92,main
7493,479,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,2417,circle,square,right,6.3173,93,main
7493,469,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,square,2301,circle,circle,left,6.3173,94,main
7493,429,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,p,square,1884,circle,circle,right,6.3173,95,main
7493,570,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,2440,circle,square,left,6.3173,96,main
7493,622,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1502,circle,square,right,6.3173,97,main
7493,572,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1274,circle,square,right,6.3173,98,main
7493,488,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,square,1751,circle,square,left,6.3173,99,main
7493,496,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,square,1603,circle,circle,left,6.3173,100,main
7494,453,incongruent,incorrect,Experimental Psych Lab,52,q,circle,1364,square,circle,left,6.85656666666667,1,practice
7494,785,congruent,correct,Experimental Psych Lab,52,q,circle,2163,square,square,left,6.85656666666667,2,practice
7494,438,incongruent,incorrect,Experimental Psych Lab,52,p,circle,1765,square,square,right,6.85656666666667,3,practice
7494,1007,incongruent,correct,Experimental Psych Lab,52,p,circle,2197,square,circle,left,6.85656666666667,4,practice
7494,490,congruent,correct,Experimental Psych Lab,52,q,circle,2203,square,square,left,6.85656666666667,5,practice
7494,1201,congruent,correct,Experimental Psych Lab,52,q,circle,1559,square,square,left,6.85656666666667,6,practice
7494,533,incongruent,correct,Experimental Psych Lab,52,p,circle,2317,square,circle,left,6.85656666666667,7,practice
7494,599,incongruent,correct,Experimental Psych Lab,52,p,circle,2685,square,circle,left,6.85656666666667,8,practice
7494,609,congruent,correct,Experimental Psych Lab,52,p,circle,1803,square,circle,right,6.85656666666667,9,practice
7494,532,congruent,correct,Experimental Psych Lab,52,p,circle,1586,square,circle,right,6.85656666666667,10,practice
7494,316,congruent,correct,Experimental Psych Lab,52,p,circle,2531,square,circle,right,6.85656666666667,11,practice
7494,536,incongruent,correct,Experimental Psych Lab,52,p,circle,2487,square,circle,left,6.85656666666667,12,practice
7494,430,incongruent,correct,Experimental Psych Lab,52,p,circle,1756,square,circle,left,6.85656666666667,13,practice
7494,429,congruent,correct,Experimental Psych Lab,52,p,circle,2602,square,circle,right,6.85656666666667,14,practice
7494,483,congruent,correct,Experimental Psych Lab,52,q,circle,1296,square,square,left,6.85656666666667,15,practice
7494,481,incongruent,incorrect,Experimental Psych Lab,52,q,circle,2163,square,circle,left,6.85656666666667,16,practice
7494,452,incongruent,correct,Experimental Psych Lab,52,p,circle,1516,square,circle,left,6.85656666666667,17,practice
7494,337,incongruent,correct,Experimental Psych Lab,52,p,circle,2428,square,circle,left,6.85656666666667,18,practice
7494,405,incongruent,correct,Experimental Psych Lab,52,q,circle,2624,square,square,right,6.85656666666667,19,practice
7494,400,congruent,correct,Experimental Psych Lab,52,p,circle,1829,square,circle,right,6.85656666666667,20,practice
7494,612,incongruent,correct,Experimental Psych Lab,52,q,circle,2525,square,square,right,6.85656666666667,1,main
7494,384,incongruent,correct,Experimental Psych Lab,52,p,circle,2622,square,circle,left,6.85656666666667,2,main
7494,447,congruent,correct,Experimental Psych Lab,52,p,circle,2457,square,circle,right,6.85656666666667,3,main
7494,395,incongruent,correct,Experimental Psych Lab,52,p,circle,2098,square,circle,left,6.85656666666667,4,main
7494,384,congruent,correct,Experimental Psych Lab,52,q,circle,2612,square,square,left,6.85656666666667,5,main
7494,341,incongruent,incorrect,Experimental Psych Lab,52,q,circle,2015,square,circle,left,6.85656666666667,6,main
7494,499,incongruent,correct,Experimental Psych Lab,52,q,circle,2142,square,square,right,6.85656666666667,7,main
7494,485,incongruent,correct,Experimental Psych Lab,52,q,circle,1797,square,square,right,6.85656666666667,8,main
7494,609,congruent,correct,Experimental Psych Lab,52,q,circle,1950,square,square,left,6.85656666666667,9,main
7494,549,incongruent,correct,Experimental Psych Lab,52,p,circle,2687,square,circle,left,6.85656666666667,10,main
7494,774,congruent,correct,Experimental Psych Lab,52,p,circle,1443,square,circle,right,6.85656666666667,11,main
7494,519,congruent,correct,Experimental Psych Lab,52,q,circle,2526,square,square,left,6.85656666666667,12,main
7494,419,congruent,correct,Experimental Psych Lab,52,p,circle,2215,square,circle,right,6.85656666666667,13,main
7494,596,incongruent,correct,Experimental Psych Lab,52,p,circle,1876,square,circle,left,6.85656666666667,14,main
7494,509,congruent,correct,Experimental Psych Lab,52,q,circle,2567,square,square,left,6.85656666666667,15,main
7494,447,congruent,correct,Experimental Psych Lab,52,p,circle,1264,square,circle,right,6.85656666666667,16,main
7494,382,incongruent,correct,Experimental Psych Lab,52,p,circle,1535,square,circle,left,6.85656666666667,17,main
7494,423,incongruent,correct,Experimental Psych Lab,52,q,circle,2594,square,square,right,6.85656666666667,18,main
7494,436,incongruent,correct,Experimental Psych Lab,52,q,circle,2599,square,square,right,6.85656666666667,19,main
7494,389,incongruent,correct,Experimental Psych Lab,52,q,circle,1423,square,square,right,6.85656666666667,20,main
7494,351,congruent,incorrect,Experimental Psych Lab,52,q,circle,1492,square,circle,right,6.85656666666667,21,main
7494,628,congruent,correct,Experimental Psych Lab,52,q,circle,2428,square,square,left,6.85656666666667,22,main
7494,364,congruent,correct,Experimental Psych Lab,52,p,circle,1866,square,circle,right,6.85656666666667,23,main
7494,786,incongruent,correct,Experimental Psych Lab,52,q,circle,1369,square,square,right,6.85656666666667,24,main
7494,741,congruent,correct,Experimental Psych Lab,52,q,circle,2005,square,square,left,6.85656666666667,25,main
7494,463,congruent,correct,Experimental Psych Lab,52,q,circle,1241,square,square,left,6.85656666666667,26,main
7494,397,congruent,correct,Experimental Psych Lab,52,q,circle,1565,square,square,left,6.85656666666667,27,main
7494,475,incongruent,correct,Experimental Psych Lab,52,p,circle,2277,square,circle,left,6.85656666666667,28,main
7494,479,congruent,correct,Experimental Psych Lab,52,q,circle,2242,square,square,left,6.85656666666667,29,main
7494,482,incongruent,correct,Experimental Psych Lab,52,p,circle,2568,square,circle,left,6.85656666666667,30,main
7494,424,incongruent,correct,Experimental Psych Lab,52,q,circle,1399,square,square,right,6.85656666666667,31,main
7494,891,congruent,correct,Experimental Psych Lab,52,p,circle,2024,square,circle,right,6.85656666666667,32,main
7494,440,incongruent,correct,Experimental Psych Lab,52,p,circle,1978,square,circle,left,6.85656666666667,33,main
7494,390,incongruent,correct,Experimental Psych Lab,52,p,circle,2044,square,circle,left,6.85656666666667,34,main
7494,481,congruent,correct,Experimental Psych Lab,52,q,circle,1517,square,square,left,6.85656666666667,35,main
7494,529,incongruent,correct,Experimental Psych Lab,52,q,circle,1878,square,square,right,6.85656666666667,36,main
7494,440,incongruent,correct,Experimental Psych Lab,52,p,circle,1733,square,circle,left,6.85656666666667,37,main
7494,492,incongruent,correct,Experimental Psych Lab,52,q,circle,2501,square,square,right,6.85656666666667,38,main
7494,471,congruent,correct,Experimental Psych Lab,52,p,circle,2311,square,circle,right,6.85656666666667,39,main
7494,574,congruent,correct,Experimental Psych Lab,52,q,circle,1952,square,square,left,6.85656666666667,40,main
7494,495,congruent,correct,Experimental Psych Lab,52,p,circle,1499,square,circle,right,6.85656666666667,41,main
7494,561,congruent,correct,Experimental Psych Lab,52,q,circle,1250,square,square,left,6.85656666666667,42,main
7494,688,incongruent,incorrect,Experimental Psych Lab,52,q,circle,2339,square,circle,left,6.85656666666667,43,main
7494,498,incongruent,correct,Experimental Psych Lab,52,p,circle,2578,square,circle,left,6.85656666666667,44,main
7494,7479,incongruent,correct,Experimental Psych Lab,52,p,circle,2003,square,circle,left,6.85656666666667,45,main
7494,403,congruent,correct,Experimental Psych Lab,52,p,circle,1916,square,circle,right,6.85656666666667,46,main
7494,443,incongruent,correct,Experimental Psych Lab,52,q,circle,2221,square,square,right,6.85656666666667,47,main
7494,507,congruent,incorrect,Experimental Psych Lab,52,q,circle,2290,square,circle,right,6.85656666666667,48,main
7494,552,incongruent,correct,Experimental Psych Lab,52,q,circle,1983,square,square,right,6.85656666666667,49,main
7494,578,congruent,correct,Experimental Psych Lab,52,q,circle,1783,square,square,left,6.85656666666667,50,main
7494,426,congruent,correct,Experimental Psych Lab,52,q,circle,2281,square,square,left,6.85656666666667,51,main
7494,387,congruent,correct,Experimental Psych Lab,52,q,circle,1354,square,square,left,6.85656666666667,52,main
7494,484,incongruent,correct,Experimental Psych Lab,52,q,circle,1505,square,square,right,6.85656666666667,53,main
7494,540,incongruent,correct,Experimental Psych Lab,52,q,circle,2379,square,square,right,6.85656666666667,54,main
7494,365,congruent,correct,Experimental Psych Lab,52,q,circle,2237,square,square,left,6.85656666666667,55,main
7494,398,congruent,correct,Experimental Psych Lab,52,q,circle,1744,square,square,left,6.85656666666667,56,main
7494,462,incongruent,incorrect,Experimental Psych Lab,52,p,circle,2574,square,square,right,6.85656666666667,57,main
7494,462,incongruent,correct,Experimental Psych Lab,52,q,circle,1674,square,square,right,6.85656666666667,58,main
7494,461,incongruent,correct,Experimental Psych Lab,52,p,circle,1970,square,circle,left,6.85656666666667,59,main
7494,463,congruent,correct,Experimental Psych Lab,52,q,circle,2141,square,square,left,6.85656666666667,60,main
7494,534,incongruent,correct,Experimental Psych Lab,52,q,circle,1994,square,square,right,6.85656666666667,61,main
7494,405,congruent,correct,Experimental Psych Lab,52,q,circle,1322,square,square,left,6.85656666666667,62,main
7494,380,incongruent,incorrect,Experimental Psych Lab,52,q,circle,1831,square,circle,left,6.85656666666667,63,main
7494,699,incongruent,correct,Experimental Psych Lab,52,q,circle,2221,square,square,right,6.85656666666667,64,main
7494,448,congruent,correct,Experimental Psych Lab,52,q,circle,1774,square,square,left,6.85656666666667,65,main
7494,418,congruent,correct,Experimental Psych Lab,52,p,circle,1631,square,circle,right,6.85656666666667,66,main
7494,476,incongruent,correct,Experimental Psych Lab,52,q,circle,1335,square,square,right,6.85656666666667,67,main
7494,342,congruent,correct,Experimental Psych Lab,52,p,circle,2226,square,circle,right,6.85656666666667,68,main
7494,356,congruent,correct,Experimental Psych Lab,52,q,circle,2037,square,square,left,6.85656666666667,69,main
7494,554,incongruent,correct,Experimental Psych Lab,52,p,circle,1323,square,circle,left,6.85656666666667,70,main
7494,432,incongruent,correct,Experimental Psych Lab,52,p,circle,1226,square,circle,left,6.85656666666667,71,main
7494,521,congruent,correct,Experimental Psych Lab,52,q,circle,1648,square,square,left,6.85656666666667,72,main
7494,892,congruent,correct,Experimental Psych Lab,52,q,circle,2180,square,square,left,6.85656666666667,73,main
7494,753,congruent,correct,Experimental Psych Lab,52,p,circle,2414,square,circle,right,6.85656666666667,74,main
7494,335,congruent,correct,Experimental Psych Lab,52,p,circle,1876,square,circle,right,6.85656666666667,75,main
7494,333,congruent,correct,Experimental Psych Lab,52,q,circle,1894,square,square,left,6.85656666666667,76,main
7494,735,incongruent,correct,Experimental Psych Lab,52,p,circle,1886,square,circle,left,6.85656666666667,77,main
7494,377,congruent,correct,Experimental Psych Lab,52,p,circle,1302,square,circle,right,6.85656666666667,78,main
7494,365,incongruent,incorrect,Experimental Psych Lab,52,q,circle,2463,square,circle,left,6.85656666666667,79,main
7494,315,congruent,correct,Experimental Psych Lab,52,p,circle,1840,square,circle,right,6.85656666666667,80,main
7494,394,incongruent,correct,Experimental Psych Lab,52,p,circle,1209,square,circle,left,6.85656666666667,81,main
7494,378,incongruent,correct,Experimental Psych Lab,52,p,circle,1999,square,circle,left,6.85656666666667,82,main
7494,425,congruent,correct,Experimental Psych Lab,52,p,circle,1974,square,circle,right,6.85656666666667,83,main
7494,539,incongruent,correct,Experimental Psych Lab,52,q,circle,2152,square,square,right,6.85656666666667,84,main
7494,846,congruent,correct,Experimental Psych Lab,52,p,circle,2469,square,circle,right,6.85656666666667,85,main
7494,484,incongruent,correct,Experimental Psych Lab,52,p,circle,1527,square,circle,left,6.85656666666667,86,main
7494,478,incongruent,correct,Experimental Psych Lab,52,q,circle,2156,square,square,right,6.85656666666667,87,main
7494,742,congruent,correct,Experimental Psych Lab,52,q,circle,1697,square,square,left,6.85656666666667,88,main
7494,456,congruent,correct,Experimental Psych Lab,52,q,circle,2117,square,square,left,6.85656666666667,89,main
7494,407,incongruent,incorrect,Experimental Psych Lab,52,p,circle,2653,square,square,right,6.85656666666667,90,main
7494,636,incongruent,correct,Experimental Psych Lab,52,p,circle,1291,square,circle,left,6.85656666666667,91,main
7494,332,congruent,correct,Experimental Psych Lab,52,q,circle,1577,square,square,left,6.85656666666667,92,main
7494,424,incongruent,incorrect,Experimental Psych Lab,52,q,circle,1858,square,circle,left,6.85656666666667,93,main
7494,347,congruent,correct,Experimental Psych Lab,52,p,circle,2154,square,circle,right,6.85656666666667,94,main
7494,467,incongruent,correct,Experimental Psych Lab,52,q,circle,1281,square,square,right,6.85656666666667,95,main
7494,415,incongruent,correct,Experimental Psych Lab,52,p,circle,2360,square,circle,left,6.85656666666667,96,main
7494,426,congruent,correct,Experimental Psych Lab,52,p,circle,1224,square,circle,right,6.85656666666667,97,main
7494,532,incongruent,correct,Experimental Psych Lab,52,q,circle,2009,square,square,right,6.85656666666667,98,main
7494,603,incongruent,correct,Experimental Psych Lab,52,q,circle,1350,square,square,right,6.85656666666667,99,main
7494,579,incongruent,correct,Experimental Psych Lab,52,q,circle,1698,square,square,right,6.85656666666667,100,main
7495,1102,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1668,square,circle,left,6.92763333333333,1,practice
7495,563,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1262,square,circle,left,6.92763333333333,2,practice
7495,407,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1583,square,circle,right,6.92763333333333,3,practice
7495,477,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1726,square,square,left,6.92763333333333,4,practice
7495,478,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,1724,square,circle,left,6.92763333333333,5,practice
7495,446,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1885,square,square,left,6.92763333333333,6,practice
7495,544,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2673,square,square,left,6.92763333333333,7,practice
7495,547,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1786,square,square,left,6.92763333333333,8,practice
7495,597,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2265,square,circle,left,6.92763333333333,9,practice
7495,410,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1725,square,circle,right,6.92763333333333,10,practice
7495,371,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1288,square,circle,right,6.92763333333333,11,practice
7495,472,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2086,square,circle,right,6.92763333333333,12,practice
7495,547,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2081,square,circle,left,6.92763333333333,13,practice
7495,392,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1260,square,circle,right,6.92763333333333,14,practice
7495,497,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2280,square,square,left,6.92763333333333,15,practice
7495,429,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2325,square,square,left,6.92763333333333,16,practice
7495,416,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1359,square,circle,left,6.92763333333333,17,practice
7495,490,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2051,square,square,right,6.92763333333333,18,practice
7495,368,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1353,square,circle,right,6.92763333333333,19,practice
7495,519,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1960,square,circle,left,6.92763333333333,20,practice
7495,466,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1948,square,circle,right,6.92763333333333,1,main
7495,434,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1382,square,square,right,6.92763333333333,2,main
7495,619,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1622,square,square,left,6.92763333333333,3,main
7495,430,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2583,square,square,left,6.92763333333333,4,main
7495,442,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2464,square,circle,left,6.92763333333333,5,main
7495,464,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1489,square,square,left,6.92763333333333,6,main
7495,440,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1204,square,circle,left,6.92763333333333,7,main
7495,447,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2265,square,circle,left,6.92763333333333,8,main
7495,500,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2507,square,square,right,6.92763333333333,9,main
7495,469,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2344,square,square,left,6.92763333333333,10,main
7495,477,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1904,square,circle,right,6.92763333333333,11,main
7495,459,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1898,square,square,left,6.92763333333333,12,main
7495,465,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1928,square,circle,right,6.92763333333333,13,main
7495,371,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1538,square,square,left,6.92763333333333,14,main
7495,366,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1566,square,circle,right,6.92763333333333,15,main
7495,472,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1221,square,circle,left,6.92763333333333,16,main
7495,459,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2019,square,square,right,6.92763333333333,17,main
7495,373,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2402,square,circle,right,6.92763333333333,18,main
7495,426,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2332,square,square,right,6.92763333333333,19,main
7495,463,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2555,square,square,right,6.92763333333333,20,main
7495,557,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2412,square,square,right,6.92763333333333,21,main
7495,470,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1471,square,square,left,6.92763333333333,22,main
7495,597,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2134,square,circle,left,6.92763333333333,23,main
7495,408,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2387,square,square,left,6.92763333333333,24,main
7495,470,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2381,square,circle,left,6.92763333333333,25,main
7495,418,congruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,2557,square,circle,right,6.92763333333333,26,main
7495,495,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2507,square,circle,right,6.92763333333333,27,main
7495,426,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2091,square,circle,right,6.92763333333333,28,main
7495,422,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2589,square,circle,left,6.92763333333333,29,main
7495,392,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1606,square,circle,left,6.92763333333333,30,main
7495,349,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1674,square,circle,right,6.92763333333333,31,main
7495,397,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1879,square,circle,left,6.92763333333333,32,main
7495,410,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2390,square,square,right,6.92763333333333,33,main
7495,390,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1931,square,square,left,6.92763333333333,34,main
7495,436,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2221,square,circle,left,6.92763333333333,35,main
7495,399,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1527,square,square,right,6.92763333333333,36,main
7495,363,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1370,square,circle,right,6.92763333333333,37,main
7495,385,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1337,square,square,left,6.92763333333333,38,main
7495,372,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2543,square,circle,right,6.92763333333333,39,main
7495,452,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2050,square,circle,left,6.92763333333333,40,main
7495,400,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2168,square,circle,right,6.92763333333333,41,main
7495,421,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2045,square,square,right,6.92763333333333,42,main
7495,331,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1255,square,circle,right,6.92763333333333,43,main
7495,403,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1873,square,circle,right,6.92763333333333,44,main
7495,449,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1220,square,square,left,6.92763333333333,45,main
7495,419,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2559,square,square,left,6.92763333333333,46,main
7495,358,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,p,circle,2048,square,square,right,6.92763333333333,47,main
7495,449,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2035,square,square,right,6.92763333333333,48,main
7495,403,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1476,square,circle,left,6.92763333333333,49,main
7495,432,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1841,square,circle,right,6.92763333333333,50,main
7495,443,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1910,square,square,right,6.92763333333333,51,main
7495,399,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1504,square,square,right,6.92763333333333,52,main
7495,396,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1435,square,square,right,6.92763333333333,53,main
7495,469,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1691,square,square,left,6.92763333333333,54,main
7495,418,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1843,square,circle,right,6.92763333333333,55,main
7495,430,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2630,square,square,right,6.92763333333333,56,main
7495,503,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1387,square,circle,right,6.92763333333333,57,main
7495,411,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1510,square,square,left,6.92763333333333,58,main
7495,504,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1565,square,circle,left,6.92763333333333,59,main
7495,589,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1792,square,square,left,6.92763333333333,60,main
7495,405,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1676,square,circle,right,6.92763333333333,61,main
7495,431,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1749,square,square,right,6.92763333333333,62,main
7495,461,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2623,square,square,right,6.92763333333333,63,main
7495,439,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1249,square,circle,right,6.92763333333333,64,main
7495,445,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1968,square,square,right,6.92763333333333,65,main
7495,439,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2195,square,square,left,6.92763333333333,66,main
7495,369,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1591,square,square,left,6.92763333333333,67,main
7495,444,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2219,square,square,right,6.92763333333333,68,main
7495,339,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1614,square,square,left,6.92763333333333,69,main
7495,386,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2219,square,circle,right,6.92763333333333,70,main
7495,384,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2327,square,square,right,6.92763333333333,71,main
7495,373,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2208,square,square,right,6.92763333333333,72,main
7495,442,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1481,square,square,right,6.92763333333333,73,main
7495,444,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1449,square,circle,right,6.92763333333333,74,main
7495,350,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2048,square,square,left,6.92763333333333,75,main
7495,453,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1749,square,circle,right,6.92763333333333,76,main
7495,431,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2327,square,square,right,6.92763333333333,77,main
7495,414,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1560,square,circle,right,6.92763333333333,78,main
7495,458,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1307,square,square,right,6.92763333333333,79,main
7495,474,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1529,square,circle,left,6.92763333333333,80,main
7495,373,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2694,square,circle,right,6.92763333333333,81,main
7495,400,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2655,square,square,right,6.92763333333333,82,main
7495,495,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1581,square,circle,left,6.92763333333333,83,main
7495,390,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1886,square,square,left,6.92763333333333,84,main
7495,438,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1219,square,square,right,6.92763333333333,85,main
7495,387,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1722,square,square,right,6.92763333333333,86,main
