submission_id,vignette,background_correct,RT,age,comments,item_version,correct_answer,education,gender,languages,question,response,timeSpent,trial_name,trial_number,trial_type,condition,proportion_correct,outlier_subject
158,4,TRUE,7048,64,NA,9,FALSE,Graduated College,male,english,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",TRUE,2.83773333333333,main_trials,13,main,Condition 9,0.9285714285714286,FALSE
158,2,TRUE,2143,64,NA,6,FALSE,Graduated College,male,english,The Emperor of Canada isn’t fond of sushi.,FALSE,2.83773333333333,main_trials,19,main,Condition 6,0.9285714285714286,FALSE
157,1,TRUE,2653,31,this was challenging,1,FALSE,Graduated College,male,English,"France has a king, and he is bald.",FALSE,2.20031666666667,main_trials,7,main,Condition 1,0.7857142857142857,FALSE
157,2,TRUE,2769,31,this was challenging,0,FALSE,Graduated College,male,English,The Emperor of Canada is fond of sushi.,FALSE,2.20031666666667,main_trials,19,main,Condition 0,0.7857142857142857,FALSE
156,4,TRUE,10046,32,NA,6,FALSE,Higher Degree,female,english,The Belgian rainforest doesn’t provide a habitat for many species.,FALSE,2.4702,main_trials,3,main,Condition 6,1,FALSE
156,3,TRUE,2467,32,NA,0,FALSE,Higher Degree,female,english,The Pope’s wife is a lawyer.,FALSE,2.4702,main_trials,7,main,Condition 0,1,FALSE
156,2,TRUE,5962,32,NA,10,FALSE,Higher Degree,female,english,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,2.4702,main_trials,9,main,Condition 10,1,FALSE
156,5,TRUE,2849,32,NA,1,FALSE,Higher Degree,female,english,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,2.4702,main_trials,13,main,Condition 1,1,FALSE
156,1,TRUE,5191,32,NA,9,FALSE,Higher Degree,female,english,"The King of France, he did not call Emmanuel Macron last night.",TRUE,2.4702,main_trials,19,main,Condition 9,1,FALSE
155,3,TRUE,5202,20,NA,9,FALSE,Graduated High School,male,English and Polish,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,2.2031,main_trials,7,main,Condition 9,0.9285714285714286,FALSE
155,1,TRUE,3043,20,NA,1,FALSE,Graduated High School,male,English and Polish,"France has a king, and he is bald.",FALSE,2.2031,main_trials,13,main,Condition 1,0.9285714285714286,FALSE
155,2,TRUE,6093,20,NA,10,FALSE,Graduated High School,male,English and Polish,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,2.2031,main_trials,19,main,Condition 10,0.9285714285714286,FALSE
154,3,TRUE,6744,29,NA,6,FALSE,Higher Degree,male,Chinese,The Pope’s wife isn’t a lawyer.,TRUE,3.80641666666667,main_trials,7,main,Condition 6,0.9285714285714286,FALSE
154,2,TRUE,3006,29,NA,0,FALSE,Higher Degree,male,Chinese,The Emperor of Canada is fond of sushi.,FALSE,3.80641666666667,main_trials,9,main,Condition 0,0.9285714285714286,FALSE
154,1,TRUE,7639,29,NA,10,FALSE,Higher Degree,male,Chinese,"Emmanuel Macron, he did not call the King of France last night.",TRUE,3.80641666666667,main_trials,19,main,Condition 10,0.9285714285714286,FALSE
153,2,TRUE,3955,18,NA,6,FALSE,Graduated High School,male,English,The Emperor of Canada isn’t fond of sushi.,FALSE,1.66295,main_trials,3,main,Condition 6,0.8571428571428571,FALSE
153,1,TRUE,1679,18,NA,9,FALSE,Graduated High School,male,English,"The King of France, he did not call Emmanuel Macron last night.",TRUE,1.66295,main_trials,9,main,Condition 9,0.8571428571428571,FALSE
153,3,TRUE,1944,18,NA,10,FALSE,Graduated High School,male,English,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,1.66295,main_trials,13,main,Condition 10,0.8571428571428571,FALSE
152,2,TRUE,2476,30,NA,10,FALSE,Higher Degree,female,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",FALSE,1.46321666666667,main_trials,3,main,Condition 10,0.9285714285714286,FALSE
152,3,TRUE,1447,30,NA,1,FALSE,Higher Degree,female,English,"The Pope has a wife, and she is a lawyer.",FALSE,1.46321666666667,main_trials,7,main,Condition 1,0.9285714285714286,FALSE
152,5,TRUE,2434,30,NA,9,FALSE,Higher Degree,female,English,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,1.46321666666667,main_trials,13,main,Condition 9,0.9285714285714286,FALSE
152,4,TRUE,2351,30,NA,0,FALSE,Higher Degree,female,English,The Belgian rainforest provides a habitat for many species.,TRUE,1.46321666666667,main_trials,19,main,Condition 0,0.9285714285714286,FALSE
151,1,TRUE,3711,18,NA,1,FALSE,Graduated High School,female,"English, Mandarin","France has a king, and he is bald.",FALSE,2.19851666666667,main_trials,3,main,Condition 1,0.8571428571428571,FALSE
151,2,TRUE,1942,18,NA,0,FALSE,Graduated High School,female,"English, Mandarin",The Emperor of Canada is fond of sushi.,FALSE,2.19851666666667,main_trials,9,main,Condition 0,0.8571428571428571,FALSE
151,3,TRUE,5448,18,NA,6,FALSE,Graduated High School,female,"English, Mandarin",The Pope’s wife isn’t a lawyer.,TRUE,2.19851666666667,main_trials,13,main,Condition 6,0.8571428571428571,FALSE
151,4,TRUE,3127,18,NA,9,FALSE,Graduated High School,female,"English, Mandarin","The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",TRUE,2.19851666666667,main_trials,19,main,Condition 9,0.8571428571428571,FALSE
150,2,TRUE,5149,20,NA,6,FALSE,Graduated High School,female,english,The Emperor of Canada isn’t fond of sushi.,FALSE,2.25436666666667,main_trials,7,main,Condition 6,0.8571428571428571,FALSE
150,4,TRUE,3772,20,NA,1,FALSE,Graduated High School,female,english,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,2.25436666666667,main_trials,9,main,Condition 1,0.8571428571428571,FALSE
150,5,TRUE,3925,20,NA,9,FALSE,Graduated High School,female,english,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,2.25436666666667,main_trials,13,main,Condition 9,0.8571428571428571,FALSE
150,3,TRUE,1914,20,NA,0,FALSE,Graduated High School,female,english,The Pope’s wife is a lawyer.,FALSE,2.25436666666667,main_trials,19,main,Condition 0,0.8571428571428571,FALSE
149,3,TRUE,1825,37,NA,1,FALSE,Graduated High School,male,english,"The Pope has a wife, and she is a lawyer.",FALSE,1.67028333333333,main_trials,3,main,Condition 1,0.8571428571428571,FALSE
149,5,TRUE,6803,37,NA,10,FALSE,Graduated High School,male,english,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,1.67028333333333,main_trials,7,main,Condition 10,0.8571428571428571,FALSE
149,2,TRUE,2849,37,NA,9,FALSE,Graduated High School,male,english,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,1.67028333333333,main_trials,19,main,Condition 9,0.8571428571428571,FALSE
148,3,TRUE,2331,43,NA,6,FALSE,Graduated College,male,English,The Pope’s wife isn’t a lawyer.,FALSE,2.10718333333333,main_trials,7,main,Condition 6,0.9285714285714286,FALSE
148,4,TRUE,1657,43,NA,0,FALSE,Graduated College,male,English,The Belgian rainforest provides a habitat for many species.,FALSE,2.10718333333333,main_trials,9,main,Condition 0,0.9285714285714286,FALSE
148,1,TRUE,4152,43,NA,9,FALSE,Graduated College,male,English,"The King of France, he did not call Emmanuel Macron last night.",FALSE,2.10718333333333,main_trials,13,main,Condition 9,0.9285714285714286,FALSE
148,2,TRUE,4945,43,NA,10,FALSE,Graduated College,male,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",FALSE,2.10718333333333,main_trials,19,main,Condition 10,0.9285714285714286,FALSE
147,4,TRUE,2497,25,NA,0,FALSE,Graduated College,male,English,The Belgian rainforest provides a habitat for many species.,FALSE,1.92391666666667,main_trials,3,main,Condition 0,0.9285714285714286,FALSE
147,5,TRUE,2323,25,NA,6,FALSE,Graduated College,male,English,The volcanoes of Germany do not dominate the landscape.,FALSE,1.92391666666667,main_trials,9,main,Condition 6,0.9285714285714286,FALSE
147,3,TRUE,3895,25,NA,9,FALSE,Graduated College,male,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",TRUE,1.92391666666667,main_trials,13,main,Condition 9,0.9285714285714286,FALSE
147,2,TRUE,2784,25,NA,1,FALSE,Graduated College,male,English,"Canada has an emperor, and he is fond of sushi.",FALSE,1.92391666666667,main_trials,19,main,Condition 1,0.9285714285714286,FALSE
146,4,TRUE,3508,19,NA,9,FALSE,Graduated High School,female,English,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",FALSE,1.43315,main_trials,9,main,Condition 9,0.8571428571428571,FALSE
146,2,TRUE,2546,19,NA,10,FALSE,Graduated High School,female,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",FALSE,1.43315,main_trials,19,main,Condition 10,0.8571428571428571,FALSE
145,5,TRUE,4571,23,NA,9,FALSE,Graduated College,male,English,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,1.61906666666667,main_trials,3,main,Condition 9,1,FALSE
145,4,TRUE,3192,23,NA,1,FALSE,Graduated College,male,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,1.61906666666667,main_trials,7,main,Condition 1,1,FALSE
145,2,TRUE,6353,23,NA,10,FALSE,Graduated College,male,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,1.61906666666667,main_trials,9,main,Condition 10,1,FALSE
145,3,TRUE,2991,23,NA,6,FALSE,Graduated College,male,English,The Pope’s wife isn’t a lawyer.,TRUE,1.61906666666667,main_trials,13,main,Condition 6,1,FALSE
144,4,TRUE,3590,21,NA,1,FALSE,Graduated High School,male,english,"There is a rainforest in Belgium, and it provides a habitat for many species.",TRUE,2.03478333333333,main_trials,7,main,Condition 1,0.7857142857142857,FALSE
144,2,TRUE,5106,21,NA,9,FALSE,Graduated High School,male,english,"The Emperor of Canada, he does not reside in Dresden for the summer.",TRUE,2.03478333333333,main_trials,9,main,Condition 9,0.7857142857142857,FALSE
144,3,TRUE,3070,21,NA,10,FALSE,Graduated High School,male,english,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",TRUE,2.03478333333333,main_trials,13,main,Condition 10,0.7857142857142857,FALSE
144,5,TRUE,2582,21,NA,0,FALSE,Graduated High School,male,english,The volcanoes of Germany dominate the landscape.,FALSE,2.03478333333333,main_trials,19,main,Condition 0,0.7857142857142857,FALSE
143,5,TRUE,1959,31,NA,1,FALSE,Higher Degree,male,English,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,1.90341666666667,main_trials,3,main,Condition 1,1,FALSE
143,2,TRUE,1794,31,NA,0,FALSE,Higher Degree,male,English,The Emperor of Canada is fond of sushi.,FALSE,1.90341666666667,main_trials,7,main,Condition 0,1,FALSE
143,3,TRUE,1561,31,NA,9,FALSE,Higher Degree,male,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,1.90341666666667,main_trials,9,main,Condition 9,1,FALSE
143,4,TRUE,4625,31,NA,6,FALSE,Higher Degree,male,English,The Belgian rainforest doesn’t provide a habitat for many species.,TRUE,1.90341666666667,main_trials,13,main,Condition 6,1,FALSE
143,1,TRUE,3708,31,NA,10,FALSE,Higher Degree,male,English,"Emmanuel Macron, he did not call the King of France last night.",FALSE,1.90341666666667,main_trials,19,main,Condition 10,1,FALSE
142,2,TRUE,17075,23,I'm not good at learning history so i might of made couple of mistakes. I hope I did well. :),9,FALSE,Graduated College,female,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,8.71873333333333,main_trials,7,main,Condition 9,0.8571428571428571,FALSE
142,1,TRUE,21267,23,I'm not good at learning history so i might of made couple of mistakes. I hope I did well. :),0,FALSE,Graduated College,female,English,The king of France is bald.,FALSE,8.71873333333333,main_trials,13,main,Condition 0,0.8571428571428571,FALSE
142,3,TRUE,6500,23,I'm not good at learning history so i might of made couple of mistakes. I hope I did well. :),1,FALSE,Graduated College,female,English,"The Pope has a wife, and she is a lawyer.",FALSE,8.71873333333333,main_trials,19,main,Condition 1,0.8571428571428571,FALSE
141,3,TRUE,2414,58,NA,0,FALSE,Graduated College,female,English,The Pope’s wife is a lawyer.,FALSE,3.43466666666667,main_trials,3,main,Condition 0,1,FALSE
141,5,TRUE,3583,58,NA,10,FALSE,Graduated College,female,English,"Leipzig, it is not threatened by the volcanoes of Germany.",FALSE,3.43466666666667,main_trials,7,main,Condition 10,1,FALSE
141,4,TRUE,5967,58,NA,9,FALSE,Graduated College,female,English,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",FALSE,3.43466666666667,main_trials,13,main,Condition 9,1,FALSE
140,5,TRUE,20043,36,NA,9,FALSE,Graduated College,female,Polish,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,8.0066,main_trials,7,main,Condition 9,0.7857142857142857,FALSE
140,1,TRUE,19270,36,NA,0,FALSE,Graduated College,female,Polish,The king of France is bald.,FALSE,8.0066,main_trials,9,main,Condition 0,0.7857142857142857,FALSE
140,3,TRUE,3173,36,NA,6,FALSE,Graduated College,female,Polish,The Pope’s wife isn’t a lawyer.,FALSE,8.0066,main_trials,13,main,Condition 6,0.7857142857142857,FALSE
139,2,TRUE,4476,30,NA,6,FALSE,Higher Degree,male,Turkish,The Emperor of Canada isn’t fond of sushi.,FALSE,2.81458333333333,main_trials,9,main,Condition 6,0.8571428571428571,FALSE
139,1,TRUE,3548,30,NA,9,FALSE,Higher Degree,male,Turkish,"The King of France, he did not call Emmanuel Macron last night.",FALSE,2.81458333333333,main_trials,13,main,Condition 9,0.8571428571428571,FALSE
139,3,TRUE,2526,30,NA,0,FALSE,Higher Degree,male,Turkish,The Pope’s wife is a lawyer.,FALSE,2.81458333333333,main_trials,19,main,Condition 0,0.8571428571428571,FALSE
138,3,TRUE,1155,47,NA,6,FALSE,Graduated College,female,English,The Pope’s wife isn’t a lawyer.,FALSE,2.38896666666667,main_trials,3,main,Condition 6,1,FALSE
138,1,TRUE,1776,47,NA,1,FALSE,Graduated College,female,English,"France has a king, and he is bald.",FALSE,2.38896666666667,main_trials,7,main,Condition 1,1,FALSE
138,2,TRUE,5783,47,NA,9,FALSE,Graduated College,female,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,2.38896666666667,main_trials,9,main,Condition 9,1,FALSE
138,4,TRUE,2301,47,NA,0,FALSE,Graduated College,female,English,The Belgian rainforest provides a habitat for many species.,FALSE,2.38896666666667,main_trials,13,main,Condition 0,1,FALSE
138,5,TRUE,3105,47,NA,10,FALSE,Graduated College,female,English,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,2.38896666666667,main_trials,19,main,Condition 10,1,FALSE
137,4,TRUE,2281,29,Interesting survey - thanks!,1,FALSE,Higher Degree,male,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,6.55893333333333,main_trials,7,main,Condition 1,1,FALSE
137,5,TRUE,8087,29,Interesting survey - thanks!,10,FALSE,Higher Degree,male,English,"Leipzig, it is not threatened by the volcanoes of Germany.",FALSE,6.55893333333333,main_trials,9,main,Condition 10,1,FALSE
137,1,TRUE,4624,29,Interesting survey - thanks!,6,FALSE,Higher Degree,male,English,The King of France isn’t bald.,FALSE,6.55893333333333,main_trials,13,main,Condition 6,1,FALSE
137,2,TRUE,1847,29,Interesting survey - thanks!,0,FALSE,Higher Degree,male,English,The Emperor of Canada is fond of sushi.,FALSE,6.55893333333333,main_trials,19,main,Condition 0,1,FALSE
136,3,TRUE,2677,NA,NA,9,FALSE,NA,NA,NA,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,1.65726666666667,main_trials,3,main,Condition 9,0.8571428571428571,FALSE
136,5,TRUE,3129,NA,NA,10,FALSE,NA,NA,NA,"Leipzig, it is not threatened by the volcanoes of Germany.",FALSE,1.65726666666667,main_trials,7,main,Condition 10,0.8571428571428571,FALSE
136,2,TRUE,1923,NA,NA,1,FALSE,NA,NA,NA,"Canada has an emperor, and he is fond of sushi.",FALSE,1.65726666666667,main_trials,13,main,Condition 1,0.8571428571428571,FALSE
136,4,TRUE,2434,NA,NA,0,FALSE,NA,NA,NA,The Belgian rainforest provides a habitat for many species.,FALSE,1.65726666666667,main_trials,19,main,Condition 0,0.8571428571428571,FALSE
135,1,TRUE,3639,20,NA,6,FALSE,Graduated College,female,English,The King of France isn’t bald.,TRUE,4.8126,main_trials,3,main,Condition 6,1,FALSE
135,2,TRUE,9806,20,NA,10,FALSE,Graduated College,female,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",FALSE,4.8126,main_trials,7,main,Condition 10,1,FALSE
135,5,TRUE,4192,20,NA,9,FALSE,Graduated College,female,English,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,4.8126,main_trials,9,main,Condition 9,1,FALSE
135,4,TRUE,2553,20,NA,0,FALSE,Graduated College,female,English,The Belgian rainforest provides a habitat for many species.,TRUE,4.8126,main_trials,13,main,Condition 0,1,FALSE
135,3,TRUE,10723,20,NA,1,FALSE,Graduated College,female,English,"The Pope has a wife, and she is a lawyer.",FALSE,4.8126,main_trials,19,main,Condition 1,1,FALSE
134,2,TRUE,8330,48,NA,10,FALSE,Higher Degree,female,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,4.0343,main_trials,3,main,Condition 10,0.8571428571428571,FALSE
134,1,TRUE,11738,48,NA,6,FALSE,Higher Degree,female,English,The King of France isn’t bald.,FALSE,4.0343,main_trials,7,main,Condition 6,0.8571428571428571,FALSE
134,4,TRUE,23781,48,NA,9,FALSE,Higher Degree,female,English,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",TRUE,4.0343,main_trials,9,main,Condition 9,0.8571428571428571,FALSE
134,3,TRUE,3804,48,NA,1,FALSE,Higher Degree,female,English,"The Pope has a wife, and she is a lawyer.",FALSE,4.0343,main_trials,13,main,Condition 1,0.8571428571428571,FALSE
134,5,TRUE,5407,48,NA,0,FALSE,Higher Degree,female,English,The volcanoes of Germany dominate the landscape.,FALSE,4.0343,main_trials,19,main,Condition 0,0.8571428571428571,FALSE
133,5,TRUE,7140,22,NA,9,FALSE,Graduated College,male,English,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,3.2907,main_trials,7,main,Condition 9,0.7857142857142857,FALSE
133,4,TRUE,4712,22,NA,10,FALSE,Graduated College,male,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",FALSE,3.2907,main_trials,9,main,Condition 10,0.7857142857142857,FALSE
133,2,TRUE,3778,22,NA,1,FALSE,Graduated College,male,English,"Canada has an emperor, and he is fond of sushi.",FALSE,3.2907,main_trials,19,main,Condition 1,0.7857142857142857,FALSE
132,3,TRUE,4650,38,NA,1,FALSE,Graduated High School,female,English,"The Pope has a wife, and she is a lawyer.",FALSE,3.70233333333333,main_trials,3,main,Condition 1,0.9285714285714286,FALSE
132,2,TRUE,15465,38,NA,9,FALSE,Graduated High School,female,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",TRUE,3.70233333333333,main_trials,7,main,Condition 9,0.9285714285714286,FALSE
132,4,TRUE,7883,38,NA,0,FALSE,Graduated High School,female,English,The Belgian rainforest provides a habitat for many species.,FALSE,3.70233333333333,main_trials,9,main,Condition 0,0.9285714285714286,FALSE
132,5,TRUE,5152,38,NA,10,FALSE,Graduated High School,female,English,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,3.70233333333333,main_trials,13,main,Condition 10,0.9285714285714286,FALSE
132,1,TRUE,3766,38,NA,6,FALSE,Graduated High School,female,English,The King of France isn’t bald.,TRUE,3.70233333333333,main_trials,19,main,Condition 6,0.9285714285714286,FALSE
131,1,TRUE,3229,33,NA,9,FALSE,Graduated High School,male,English,"The King of France, he did not call Emmanuel Macron last night.",TRUE,2.38136666666667,main_trials,3,main,Condition 9,1,FALSE
131,5,TRUE,2206,33,NA,1,FALSE,Graduated High School,male,English,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,2.38136666666667,main_trials,7,main,Condition 1,1,FALSE
131,3,TRUE,2429,33,NA,0,FALSE,Graduated High School,male,English,The Pope’s wife is a lawyer.,FALSE,2.38136666666667,main_trials,9,main,Condition 0,1,FALSE
131,2,TRUE,4454,33,NA,6,FALSE,Graduated High School,male,English,The Emperor of Canada isn’t fond of sushi.,FALSE,2.38136666666667,main_trials,13,main,Condition 6,1,FALSE
131,4,TRUE,4517,33,NA,10,FALSE,Graduated High School,male,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,2.38136666666667,main_trials,19,main,Condition 10,1,FALSE
130,4,TRUE,7447,61,no,6,FALSE,Graduated High School,female,english,The Belgian rainforest doesn’t provide a habitat for many species.,FALSE,4.91626666666667,main_trials,3,main,Condition 6,0.9285714285714286,FALSE
130,2,TRUE,7293,61,no,0,FALSE,Graduated High School,female,english,The Emperor of Canada is fond of sushi.,FALSE,4.91626666666667,main_trials,7,main,Condition 0,0.9285714285714286,FALSE
130,1,TRUE,6208,61,no,1,FALSE,Graduated High School,female,english,"France has a king, and he is bald.",FALSE,4.91626666666667,main_trials,9,main,Condition 1,0.9285714285714286,FALSE
130,3,TRUE,10439,61,no,9,FALSE,Graduated High School,female,english,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,4.91626666666667,main_trials,13,main,Condition 9,0.9285714285714286,FALSE
130,5,TRUE,10252,61,no,10,FALSE,Graduated High School,female,english,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,4.91626666666667,main_trials,19,main,Condition 10,0.9285714285714286,FALSE
129,1,TRUE,6983,22,"Regarding the practice question - I'm aware that Alexander Bell invented the telephone, but in reality, it was a collaborative effort by a team of people",10,FALSE,Graduated College,male,"English, Sarcasm","Emmanuel Macron, he did not call the King of France last night.",TRUE,3.44628333333333,main_trials,7,main,Condition 10,0.9285714285714286,FALSE
129,3,TRUE,2560,22,"Regarding the practice question - I'm aware that Alexander Bell invented the telephone, but in reality, it was a collaborative effort by a team of people",1,FALSE,Graduated College,male,"English, Sarcasm","The Pope has a wife, and she is a lawyer.",FALSE,3.44628333333333,main_trials,9,main,Condition 1,0.9285714285714286,FALSE
129,4,TRUE,6911,22,"Regarding the practice question - I'm aware that Alexander Bell invented the telephone, but in reality, it was a collaborative effort by a team of people",9,FALSE,Graduated College,male,"English, Sarcasm","The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",TRUE,3.44628333333333,main_trials,13,main,Condition 9,0.9285714285714286,FALSE
129,2,TRUE,5588,22,"Regarding the practice question - I'm aware that Alexander Bell invented the telephone, but in reality, it was a collaborative effort by a team of people",6,FALSE,Graduated College,male,"English, Sarcasm",The Emperor of Canada isn’t fond of sushi.,TRUE,3.44628333333333,main_trials,19,main,Condition 6,0.9285714285714286,FALSE
128,3,TRUE,2243,30,NA,1,FALSE,Higher Degree,male,English,"The Pope has a wife, and she is a lawyer.",FALSE,2.4757,main_trials,3,main,Condition 1,0.9285714285714286,FALSE
128,2,TRUE,4858,30,NA,9,FALSE,Higher Degree,male,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,2.4757,main_trials,7,main,Condition 9,0.9285714285714286,FALSE
128,5,TRUE,4725,30,NA,6,FALSE,Higher Degree,male,English,The volcanoes of Germany do not dominate the landscape.,TRUE,2.4757,main_trials,9,main,Condition 6,0.9285714285714286,FALSE
128,4,TRUE,1754,30,NA,0,FALSE,Higher Degree,male,English,The Belgian rainforest provides a habitat for many species.,FALSE,2.4757,main_trials,13,main,Condition 0,0.9285714285714286,FALSE
128,1,TRUE,5122,30,NA,10,FALSE,Higher Degree,male,English,"Emmanuel Macron, he did not call the King of France last night.",TRUE,2.4757,main_trials,19,main,Condition 10,0.9285714285714286,FALSE
127,1,TRUE,24893,31,Fun study!,1,FALSE,Graduated High School,female,English,"France has a king, and he is bald.",FALSE,5.05745,main_trials,3,main,Condition 1,0.8571428571428571,FALSE
127,5,TRUE,19394,31,Fun study!,10,FALSE,Graduated High School,female,English,"Leipzig, it is not threatened by the volcanoes of Germany.",FALSE,5.05745,main_trials,7,main,Condition 10,0.8571428571428571,FALSE
127,3,TRUE,8740,31,Fun study!,0,FALSE,Graduated High School,female,English,The Pope’s wife is a lawyer.,FALSE,5.05745,main_trials,9,main,Condition 0,0.8571428571428571,FALSE
127,4,TRUE,10079,31,Fun study!,9,FALSE,Graduated High School,female,English,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",FALSE,5.05745,main_trials,13,main,Condition 9,0.8571428571428571,FALSE
127,2,TRUE,6428,31,Fun study!,6,FALSE,Graduated High School,female,English,The Emperor of Canada isn’t fond of sushi.,FALSE,5.05745,main_trials,19,main,Condition 6,0.8571428571428571,FALSE
126,3,TRUE,9440,21,NA,10,FALSE,Graduated High School,male,English,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",TRUE,2.49981666666667,main_trials,3,main,Condition 10,0.7857142857142857,FALSE
126,5,TRUE,10591,21,NA,9,FALSE,Graduated High School,male,English,"The volcanoes of Germany, they do not threaten Leipzig.",TRUE,2.49981666666667,main_trials,7,main,Condition 9,0.7857142857142857,FALSE
126,4,TRUE,3127,21,NA,1,FALSE,Graduated High School,male,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,2.49981666666667,main_trials,9,main,Condition 1,0.7857142857142857,FALSE
126,1,TRUE,6912,21,NA,0,FALSE,Graduated High School,male,English,The king of France is bald.,FALSE,2.49981666666667,main_trials,13,main,Condition 0,0.7857142857142857,FALSE
126,2,TRUE,3679,21,NA,6,FALSE,Graduated High School,male,English,The Emperor of Canada isn’t fond of sushi.,FALSE,2.49981666666667,main_trials,19,main,Condition 6,0.7857142857142857,FALSE
125,3,TRUE,4058,59,NA,6,FALSE,Graduated College,female,English,The Pope’s wife isn’t a lawyer.,FALSE,2.90078333333333,main_trials,3,main,Condition 6,0.7857142857142857,FALSE
125,1,TRUE,8494,59,NA,10,FALSE,Graduated College,female,English,"Emmanuel Macron, he did not call the King of France last night.",TRUE,2.90078333333333,main_trials,7,main,Condition 10,0.7857142857142857,FALSE
125,2,TRUE,3632,59,NA,0,FALSE,Graduated College,female,English,The Emperor of Canada is fond of sushi.,FALSE,2.90078333333333,main_trials,9,main,Condition 0,0.7857142857142857,FALSE
125,4,TRUE,6433,59,NA,1,FALSE,Graduated College,female,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,2.90078333333333,main_trials,13,main,Condition 1,0.7857142857142857,FALSE
125,5,TRUE,2156,59,NA,9,FALSE,Graduated College,female,English,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,2.90078333333333,main_trials,19,main,Condition 9,0.7857142857142857,FALSE
124,4,TRUE,3470,22,n/a,1,FALSE,Graduated High School,female,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,2.36243333333333,main_trials,3,main,Condition 1,1,FALSE
124,2,TRUE,6655,22,n/a,9,FALSE,Graduated High School,female,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",TRUE,2.36243333333333,main_trials,7,main,Condition 9,1,FALSE
124,1,TRUE,2981,22,n/a,0,FALSE,Graduated High School,female,English,The king of France is bald.,FALSE,2.36243333333333,main_trials,13,main,Condition 0,1,FALSE
124,5,TRUE,5449,22,n/a,10,FALSE,Graduated High School,female,English,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,2.36243333333333,main_trials,19,main,Condition 10,1,FALSE
123,1,TRUE,5035,18,NA,9,FALSE,Graduated High School,female,English,"The King of France, he did not call Emmanuel Macron last night.",TRUE,3.57215,main_trials,3,main,Condition 9,0.9285714285714286,FALSE
123,4,TRUE,696,18,NA,6,FALSE,Graduated High School,female,English,The Belgian rainforest doesn’t provide a habitat for many species.,TRUE,3.57215,main_trials,7,main,Condition 6,0.9285714285714286,FALSE
123,5,TRUE,5334,18,NA,1,FALSE,Graduated High School,female,English,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,3.57215,main_trials,9,main,Condition 1,0.9285714285714286,FALSE
